Date,WIP,,Date,,,,date,all_wpd,,Date,,,Date,WIP,MOVE,,Date,WIP,MOVE
2022/2/5,50,,,,,,,,,,,,,,,,,,
2022/2/5,1206,,,,,,,,,,,,,,,,,,
2022/2/5,150,,,,,,,,,,,,,,,,,,
2022/2/5,25,,,,,,,,,,,,,,,,,,
2022/2/5,1372,,,,,,,,,,,,,,,,,,
2022/5/24,17,,,,,,,,,,,,,,,,,,
2022/5/2,75,,,,,,,,,,,,,,,,,,
2022/5/2,615,,,,,,,,,,,,,,,,,,
2022/5/2,46,,,,,,,,,,,,,,,,,,
2022/5/2,75,,,,,,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,,,,,,
2022/5/2,150,,,,,,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,,,,,,
2021/10/13,25,,,,,,,,,,,,,,,,,,
2021/10/13,321,,,,,,,,,,,,,,,,,,
2021/10/13,25,,,,,,,,,,,,,,,,,,
2021/10/13,823,,,,,,,,,,,,,,,,,,
2021/10/13,565,,,,,,,,,,,,,,,,,,
2021/10/13,279,,,,,,,,,,,,,,,,,,
2022/6/16,27,,,,,,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,,,,,,
2022/6/16,0,,,,,,,,,,,,,,,,,,
2022/6/16,192,,,,,,,,,,,,,,,,,,
2022/6/16,374,,,,,,,,,,,,,,,,,,
2022/6/16,887,,,,,,,,,,,,,,,,,,
2022/2/7,1138,,,,,,,,,,,,,,,,,,
2022/2/7,50,,,,,,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,,,,,,
2022/2/7,50,,,,,,,,,,,,,,,,,,
2022/2/5,1193,,,,,,,,,,,,,,,,,,
2022/2/5,424,,,,,,,,,,,,,,,,,,
2022/2/5,415,,,,,,,,,,,,,,,,,,
2022/2/5,46,,,,,,,,,,,,,,,,,,
2022/2/5,200,,,,,,,,,,,,,,,,,,
2022/2/5,191,,,,,,,,,,,,,,,,,,
2022/2/5,0,,,,,,,,,,,,,,,,,,
2022/2/5,146,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/24,153,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/24,144,,,,,,,,,,,,,,,,,,
2022/5/24,50,,,,,,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,,,,,,
2022/5/2,125,,,,,,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,,,,,,
2022/5/2,42,,,,,,,,,,,,,,,,,,
2022/5/2,122,,,,,,,,,,,,,,,,,,
2022/5/2,198,,,,,,,,,,,,,,,,,,
2022/5/2,85,,,,,,,,,,,,,,,,,,
2021/10/13,75,,,,,,,,,,,,,,,,,,
2021/10/13,723,,,,,,,,,,,,,,,,,,
2021/10/13,295,,,,,,,,,,,,,,,,,,
2021/10/13,1095,,,,,,,,,,,,,,,,,,
2021/10/13,720,,,,,,,,,,,,,,,,,,
2021/10/13,224,,,,,,,,,,,,,,,,,,
2021/10/13,200,,,,,,,,,,,,,,,,,,
2021/10/13,649,,,,,,,,,,,,,,,,,,
2021/10/13,25,,,,,,,,,,,,,,,,,,
2021/10/13,773,,,,,,,,,,,,,,,,,,
2021/10/13,1145,,,,,,,,,,,,,,,,,,
2022/2/7,745,,,,,,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,,,,,,
2022/2/7,25,,,,,,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,,,,,,
2022/2/7,200,,,,,,,,,,,,,,,,,,
2022/2/7,296,,,,,,,,,,,,,,,,,,
2022/2/7,0,,,,,,,,,,,,,,,,,,
2022/3/21,857,,,,,,,,,,,,,,,,,,
2022/3/21,148,,,,,,,,,,,,,,,,,,
2022/3/21,50,,,,,,,,,,,,,,,,,,
2022/3/21,931,,,,,,,,,,,,,,,,,,
2022/3/21,219,,,,,,,,,,,,,,,,,,
2022/3/21,605,,,,,,,,,,,,,,,,,,
2022/3/21,110,,,,,,,,,,,,,,,,,,
2022/3/21,475,,,,,,,,,,,,,,,,,,
2022/3/21,391,,,,,,,,,,,,,,,,,,
2022/3/21,0,,,,,,,,,,,,,,,,,,
2022/3/21,2088,,,,,,,,,,,,,,,,,,
2022/3/21,250,,,,,,,,,,,,,,,,,,
2022/3/21,753,,,,,,,,,,,,,,,,,,
2022/3/21,436,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/24,75,,,,,,,,,,,,,,,,,,
2022/5/24,118,,,,,,,,,,,,,,,,,,
2022/5/24,400,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/2,1438,,,,,,,,,,,,,,,,,,
2022/5/2,0,,,,,,,,,,,,,,,,,,
2022/5/2,288,,,,,,,,,,,,,,,,,,
2022/5/2,292,,,,,,,,,,,,,,,,,,
2022/2/7,225,,,,,,,,,,,,,,,,,,
2022/2/7,125,,,,,,,,,,,,,,,,,,
2022/2/7,50,,,,,,,,,,,,,,,,,,
2022/1/6,96,,,,,,,,,,,,,,,,,,
2022/1/6,200,,,,,,,,,,,,,,,,,,
2022/1/6,142,,,,,,,,,,,,,,,,,,
2022/1/6,887,,,,,,,,,,,,,,,,,,
2022/1/6,1125,,,,,,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,,,,,,
2022/1/6,867,,,,,,,,,,,,,,,,,,
2022/2/7,217,,,,,,,,,,,,,,,,,,
2022/3/21,124,,,,,,,,,,,,,,,,,,
2022/3/21,0,,,,,,,,,,,,,,,,,,
2022/3/21,0,,,,,,,,,,,,,,,,,,
2022/3/21,0,,,,,,,,,,,,,,,,,,
2022/3/21,225,,,,,,,,,,,,,,,,,,
2022/5/24,175,,,,,,,,,,,,,,,,,,
2022/5/24,325,,,,,,,,,,,,,,,,,,
2022/5/24,50,,,,,,,,,,,,,,,,,,
2022/5/24,371,,,,,,,,,,,,,,,,,,
2022/5/24,0,,,,,,,,,,,,,,,,,,
2022/5/24,200,,,,,,,,,,,,,,,,,,
2022/5/24,75,,,,,,,,,,,,,,,,,,
2022/5/24,713,,,,,,,,,,,,,,,,,,
2021/11/20,100,,,,,,,,,,,,,,,,,,
2022/2/7,500,,,,,,,,,,,,,,,,,,
2022/2/7,430,,,,,,,,,,,,,,,,,,
2022/1/6,71,,,,,,,,,,,,,,,,,,
2022/1/6,71,,,,,,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,,,,,,
2022/1/6,13,,,,,,,,,,,,,,,,,,
2022/1/6,96,,,,,,,,,,,,,,,,,,
2022/1/6,92,,,,,,,,,,,,,,,,,,
2022/3/21,25,,,,,,,,,,,,,,,,,,
2022/3/21,21,,,,,,,,,,,,,,,,,,
2022/3/21,25,,,,,,,,,,,,,,,,,,
2022/3/21,1346,,,,,,,,,,,,,,,,,,
2022/3/21,50,,,,,,,,,,,,,,,,,,
2022/3/21,25,,,,,,,,,,,,,,,,,,
2022/3/21,448,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,125,,,,,,,,,,,,,,,,,,
2021/11/20,250,,,,,,,,,,,,,,,,,,
2021/11/20,171,,,,,,,,,,,,,,,,,,
2021/11/20,1530,,,,,,,,,,,,,,,,,,
2021/11/20,25,,,,,,,,,,,,,,,,,,
2022/1/6,429,,,,,,,,,,,,,,,,,,
2022/1/6,411,,,,,,,,,,,,,,,,,,
2022/1/6,478,,,,,,,,,,,,,,,,,,
2022/1/6,92,,,,,,,,,,,,,,,,,,
2022/6/18,438,,,,,,,,,,,,,,,,,,
2022/6/18,914,,,,,,,,,,,,,,,,,,
2022/6/18,67,,,,,,,,,,,,,,,,,,
2022/6/18,360,,,,,,,,,,,,,,,,,,
2022/6/18,217,,,,,,,,,,,,,,,,,,
2022/6/18,654,,,,,,,,,,,,,,,,,,
2022/6/18,132,,,,,,,,,,,,,,,,,,
2021/11/20,200,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,251,,,,,,,,,,,,,,,,,,
2021/11/20,490,,,,,,,,,,,,,,,,,,
2021/11/20,1343,,,,,,,,,,,,,,,,,,
2021/11/20,25,,,,,,,,,,,,,,,,,,
2021/11/20,845,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,611,,,,,,,,,,,,,,,,,,
2021/11/20,694,,,,,,,,,,,,,,,,,,
2021/11/20,225,,,,,,,,,,,,,,,,,,
2021/11/20,1199,,,,,,,,,,,,,,,,,,
2022/2/16,50,,,,,,,,,,,,,,,,,,
2022/2/16,150,,,,,,,,,,,,,,,,,,
2022/2/16,113,,,,,,,,,,,,,,,,,,
2022/2/16,123,,,,,,,,,,,,,,,,,,
2022/2/16,100,,,,,,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,,,,,,
2022/1/6,63,,,,,,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,,,,,,
2022/1/6,0,,,,,,,,,,,,,,,,,,
2022/1/6,1242,,,,,,,,,,,,,,,,,,
2022/1/2,344,,,,,,,,,,,,,,,,,,
2022/1/2,124,,,,,,,,,,,,,,,,,,
2022/1/2,0,,,,,,,,,,,,,,,,,,
2022/6/18,82,,,,,,,,,,,,,,,,,,
2022/6/18,2,,,,,,,,,,,,,,,,,,
2022/6/18,455,,,,,,,,,,,,,,,,,,
2022/6/18,130,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,1975,,,,,,,,,,,,,,,,,,
2021/11/20,225,,,,,,,,,,,,,,,,,,
2021/11/20,25,,,,,,,,,,,,,,,,,,
2021/11/20,50,,,,,,,,,,,,,,,,,,
2021/11/20,500,,,,,,,,,,,,,,,,,,
2021/11/20,1782,,,,,,,,,,,,,,,,,,
2021/11/20,254,,,,,,,,,,,,,,,,,,
2021/11/20,942,,,,,,,,,,,,,,,,,,
2021/11/20,17,,,,,,,,,,,,,,,,,,
2021/11/20,50,,,,,,,,,,,,,,,,,,
2021/12/27,375,,,,,,,,,,,,,,,,,,
2021/12/27,199,,,,,,,,,,,,,,,,,,
2021/12/27,548,,,,,,,,,,,,,,,,,,
2021/12/27,479,,,,,,,,,,,,,,,,,,
2021/11/12,192,,,,,,,,,,,,,,,,,,
2021/11/12,482,,,,,,,,,,,,,,,,,,
2021/11/12,238,,,,,,,,,,,,,,,,,,
2021/11/12,0,,,,,,,,,,,,,,,,,,
2021/11/12,100,,,,,,,,,,,,,,,,,,
2021/11/12,121,,,,,,,,,,,,,,,,,,
2021/11/12,542,,,,,,,,,,,,,,,,,,
2021/11/12,6,,,,,,,,,,,,,,,,,,
2021/11/12,275,,,,,,,,,,,,,,,,,,
2021/11/12,150,,,,,,,,,,,,,,,,,,
2021/11/12,1569,,,,,,,,,,,,,,,,,,
2021/11/12,21,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2022/7/19,625,,,,,,,,,,,,,,,,,,
2022/7/19,50,,,,,,,,,,,,,,,,,,
2022/7/19,23,,,,,,,,,,,,,,,,,,
2022/7/19,25,,,,,,,,,,,,,,,,,,
2022/1/2,75,,,,,,,,,,,,,,,,,,
2022/1/2,325,,,,,,,,,,,,,,,,,,
2022/1/2,0,,,,,,,,,,,,,,,,,,
2022/1/2,575,,,,,,,,,,,,,,,,,,
2022/1/2,352,,,,,,,,,,,,,,,,,,
2022/1/2,400,,,,,,,,,,,,,,,,,,
2022/1/2,217,,,,,,,,,,,,,,,,,,
2022/1/2,373,,,,,,,,,,,,,,,,,,
2022/1/2,336,,,,,,,,,,,,,,,,,,
2022/6/18,221,,,,,,,,,,,,,,,,,,
2022/6/18,147,,,,,,,,,,,,,,,,,,
2022/2/14,50,,,,,,,,,,,,,,,,,,
2021/11/20,50,,,,,,,,,,,,,,,,,,
2021/11/20,63,,,,,,,,,,,,,,,,,,
2021/11/20,218,,,,,,,,,,,,,,,,,,
2021/11/20,171,,,,,,,,,,,,,,,,,,
2021/11/20,180,,,,,,,,,,,,,,,,,,
2021/11/20,83,,,,,,,,,,,,,,,,,,
2021/11/20,74,,,,,,,,,,,,,,,,,,
2021/12/27,423,,,,,,,,,,,,,,,,,,
2021/12/27,50,,,,,,,,,,,,,,,,,,
2021/12/27,1540,,,,,,,,,,,,,,,,,,
2021/12/27,50,,,,,,,,,,,,,,,,,,
2021/12/27,23,,,,,,,,,,,,,,,,,,
2021/12/27,0,,,,,,,,,,,,,,,,,,
2021/11/12,25,,,,,,,,,,,,,,,,,,
2021/11/12,1103,,,,,,,,,,,,,,,,,,
2021/11/12,689,,,,,,,,,,,,,,,,,,
2021/11/12,125,,,,,,,,,,,,,,,,,,
2022/6/24,25,,,,,,,,,,,,,,,,,,
2022/6/24,225,,,,,,,,,,,,,,,,,,
2022/6/24,125,,,,,,,,,,,,,,,,,,
2022/6/24,923,,,,,,,,,,,,,,,,,,
2022/6/24,1132,,,,,,,,,,,,,,,,,,
2022/6/24,235,,,,,,,,,,,,,,,,,,
2022/6/24,0,,,,,,,,,,,,,,,,,,
2022/6/24,0,,,,,,,,,,,,,,,,,,
2022/6/24,897,,,,,,,,,,,,,,,,,,
2022/7/19,21,,,,,,,,,,,,,,,,,,
2022/7/19,392,,,,,,,,,,,,,,,,,,
2022/7/19,96,,,,,,,,,,,,,,,,,,
2022/7/19,868,,,,,,,,,,,,,,,,,,
2022/7/19,146,,,,,,,,,,,,,,,,,,
2022/7/19,566,,,,,,,,,,,,,,,,,,
2022/7/19,0,,,,,,,,,,,,,,,,,,
2022/7/19,434,,,,,,,,,,,,,,,,,,
2022/7/19,971,,,,,,,,,,,,,,,,,,
2022/7/19,213,,,,,,,,,,,,,,,,,,
2022/1/2,0,,,,,,,,,,,,,,,,,,
2022/1/2,149,,,,,,,,,,,,,,,,,,
2022/1/2,21,,,,,,,,,,,,,,,,,,
2022/1/2,433,,,,,,,,,,,,,,,,,,
2022/1/2,262,,,,,,,,,,,,,,,,,,
2022/1/2,0,,,,,,,,,,,,,,,,,,
2022/1/2,230,,,,,,,,,,,,,,,,,,
2022/1/2,0,,,,,,,,,,,,,,,,,,
2022/2/14,1224,,,,,,,,,,,,,,,,,,
2022/2/14,25,,,,,,,,,,,,,,,,,,
2022/2/14,175,,,,,,,,,,,,,,,,,,
2022/2/14,497,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,100,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,392,,,,,,,,,,,,,,,,,,
2022/2/14,232,,,,,,,,,,,,,,,,,,
2022/2/14,245,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,766,,,,,,,,,,,,,,,,,,
2022/2/14,96,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/11/20,100,,,,,,,,,,,,,,,,,,
2021/11/20,955,,,,,,,,,,,,,,,,,,
2021/11/20,50,,,,,,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,,,,,,
2021/12/27,43,,,,,,,,,,,,,,,,,,
2021/12/27,225,,,,,,,,,,,,,,,,,,
2021/12/27,50,,,,,,,,,,,,,,,,,,
2021/12/27,700,,,,,,,,,,,,,,,,,,
2021/12/27,155,,,,,,,,,,,,,,,,,,
2021/12/27,0,,,,,,,,,,,,,,,,,,
2021/12/27,464,,,,,,,,,,,,,,,,,,
2021/12/27,1805,,,,,,,,,,,,,,,,,,
2021/12/27,442,,,,,,,,,,,,,,,,,,
2021/12/27,74,,,,,,,,,,,,,,,,,,
2021/12/27,125,,,,,,,,,,,,,,,,,,
2021/11/12,139,,,,,,,,,,,,,,,,,,
2021/11/12,98,,,,,,,,,,,,,,,,,,
2021/11/12,521,,,,,,,,,,,,,,,,,,
2021/11/12,0,,,,,,,,,,,,,,,,,,
2022/6/24,361,,,,,,,,,,,,,,,,,,
2022/6/24,27,,,,,,,,,,,,,,,,,,
2022/6/24,27,,,,,,,,,,,,,,,,,,
2022/6/24,150,,,,,,,,,,,,,,,,,,
2022/6/24,100,,,,,,,,,,,,,,,,,,
2022/6/24,264,,,,,,,,,,,,,,,,,,
2022/6/24,175,,,,,,,,,,,,,,,,,,
2022/7/19,575,,,,,,,,,,,,,,,,,,
2022/7/19,175,,,,,,,,,,,,,,,,,,
2022/7/19,100,,,,,,,,,,,,,,,,,,
2022/7/19,0,,,,,,,,,,,,,,,,,,
2022/7/19,0,,,,,,,,,,,,,,,,,,
2022/7/19,50,,,,,,,,,,,,,,,,,,
2022/7/19,6335,,,,,,,,,,,,,,,,,,
2022/7/19,3193,,,,,,,,,,,,,,,,,,
2022/1/2,75,,,,,,,,,,,,,,,,,,
2022/1/2,50,,,,,,,,,,,,,,,,,,
2022/1/2,216,,,,,,,,,,,,,,,,,,
2022/1/2,96,,,,,,,,,,,,,,,,,,
2022/1/4,478,,,,,,,,,,,,,,,,,,
2022/1/18,25,,,,,,,,,,,,,,,,,,
2022/1/18,113,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,367,,,,,,,,,,,,,,,,,,
2022/2/14,220,,,,,,,,,,,,,,,,,,
2022/2/14,751,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,200,,,,,,,,,,,,,,,,,,
2022/2/14,25,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,400,,,,,,,,,,,,,,,,,,
2022/2/14,268,,,,,,,,,,,,,,,,,,
2021/10/10,725,,,,,,,,,,,,,,,,,,
2021/10/10,50,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,50,,,,,,,,,,,,,,,,,,
2021/10/10,399,,,,,,,,,,,,,,,,,,
2021/10/10,600,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/11/13,1825,,,,,,,,,,,,,,,,,,
2022/4/5,410,,,,,,,,,,,,,,,,,,
2022/4/5,454,,,,,,,,,,,,,,,,,,
2022/4/5,25,,,,,,,,,,,,,,,,,,
2022/4/5,450,,,,,,,,,,,,,,,,,,
2022/4/5,444,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,300,,,,,,,,,,,,,,,,,,
2022/4/5,474,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,644,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/6/24,0,,,,,,,,,,,,,,,,,,
2022/6/24,75,,,,,,,,,,,,,,,,,,
2022/6/24,25,,,,,,,,,,,,,,,,,,
2022/6/24,121,,,,,,,,,,,,,,,,,,
2022/6/24,0,,,,,,,,,,,,,,,,,,
2022/6/24,25,,,,,,,,,,,,,,,,,,
2022/7/19,1807,,,,,,,,,,,,,,,,,,
2022/7/19,3967,,,,,,,,,,,,,,,,,,
2022/7/19,884,,,,,,,,,,,,,,,,,,
2022/3/5,171,,,,,,,,,,,,,,,,,,
2022/3/5,73,,,,,,,,,,,,,,,,,,
2022/3/5,600,,,,,,,,,,,,,,,,,,
2022/3/5,4,,,,,,,,,,,,,,,,,,
2022/3/5,1004,,,,,,,,,,,,,,,,,,
2022/3/5,334,,,,,,,,,,,,,,,,,,
2022/1/18,75,,,,,,,,,,,,,,,,,,
2022/1/18,592,,,,,,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,,,,,,
2022/1/18,422,,,,,,,,,,,,,,,,,,
2022/1/18,742,,,,,,,,,,,,,,,,,,
2022/1/18,149,,,,,,,,,,,,,,,,,,
2022/1/18,75,,,,,,,,,,,,,,,,,,
2022/1/18,100,,,,,,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,,,,,,
2022/1/18,0,,,,,,,,,,,,,,,,,,
2022/2/14,450,,,,,,,,,,,,,,,,,,
2022/2/14,275,,,,,,,,,,,,,,,,,,
2022/2/14,360,,,,,,,,,,,,,,,,,,
2021/10/4,50,,,,,,,,,,,,,,,,,,
2021/10/4,634,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/4,25,,,,,,,,,,,,,,,,,,
2021/10/4,647,,,,,,,,,,,,,,,,,,
2021/10/10,2063,,,,,,,,,,,,,,,,,,
2021/10/10,350,,,,,,,,,,,,,,,,,,
2021/10/10,721,,,,,,,,,,,,,,,,,,
2021/10/10,425,,,,,,,,,,,,,,,,,,
2022/4/5,275,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,1319,,,,,,,,,,,,,,,,,,
2022/4/5,100,,,,,,,,,,,,,,,,,,
2022/4/5,34,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,279,,,,,,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,,,,,,
2022/3/5,96,,,,,,,,,,,,,,,,,,
2022/3/5,48,,,,,,,,,,,,,,,,,,
2022/3/5,71,,,,,,,,,,,,,,,,,,
2022/3/5,30,,,,,,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,,,,,,
2022/3/5,1567,,,,,,,,,,,,,,,,,,
2022/3/5,50,,,,,,,,,,,,,,,,,,
2022/3/5,624,,,,,,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,,,,,,
2022/7/6,525,,,,,,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,,,,,,
2021/9/15,425,,,,,,,,,,,,,,,,,,
2021/9/15,882,,,,,,,,,,,,,,,,,,
2021/9/15,50,,,,,,,,,,,,,,,,,,
2021/9/15,295,,,,,,,,,,,,,,,,,,
2021/9/15,521,,,,,,,,,,,,,,,,,,
2021/9/15,512,,,,,,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,,,,,,
2021/10/4,46,,,,,,,,,,,,,,,,,,
2021/10/4,419,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/4,25,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,25,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,25,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,392,,,,,,,,,,,,,,,,,,
2022/4/5,46,,,,,,,,,,,,,,,,,,
2022/4/5,99,,,,,,,,,,,,,,,,,,
2022/4/5,159,,,,,,,,,,,,,,,,,,
2022/4/5,368,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,25,,,,,,,,,,,,,,,,,,
2022/4/5,100,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,0,,,,,,,,,,,,,,,,,,
2022/4/5,252,,,,,,,,,,,,,,,,,,
2022/7/6,0,,,,,,,,,,,,,,,,,,
2022/7/6,125,,,,,,,,,,,,,,,,,,
2022/7/6,175,,,,,,,,,,,,,,,,,,
2022/7/6,899,,,,,,,,,,,,,,,,,,
2022/7/6,589,,,,,,,,,,,,,,,,,,
2022/7/6,106,,,,,,,,,,,,,,,,,,
2022/7/6,1277,,,,,,,,,,,,,,,,,,
2022/7/6,0,,,,,,,,,,,,,,,,,,
2021/9/15,0,,,,,,,,,,,,,,,,,,
2021/9/15,100,,,,,,,,,,,,,,,,,,
2021/9/15,50,,,,,,,,,,,,,,,,,,
2021/9/15,324,,,,,,,,,,,,,,,,,,
2021/9/15,467,,,,,,,,,,,,,,,,,,
2021/9/15,75,,,,,,,,,,,,,,,,,,
2021/10/4,50,,,,,,,,,,,,,,,,,,
2021/10/4,50,,,,,,,,,,,,,,,,,,
2021/10/4,475,,,,,,,,,,,,,,,,,,
2021/10/4,350,,,,,,,,,,,,,,,,,,
2021/10/4,246,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/4,46,,,,,,,,,,,,,,,,,,
2021/10/10,240,,,,,,,,,,,,,,,,,,
2021/10/10,2638,,,,,,,,,,,,,,,,,,
2021/10/10,25,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,699,,,,,,,,,,,,,,,,,,
2021/10/10,175,,,,,,,,,,,,,,,,,,
2021/10/10,525,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,167,,,,,,,,,,,,,,,,,,
2021/10/10,75,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2022/4/5,25,,,,,,,,,,,,,,,,,,
2022/4/5,221,,,,,,,,,,,,,,,,,,
2022/4/5,85,,,,,,,,,,,,,,,,,,
2022/4/5,288,,,,,,,,,,,,,,,,,,
2022/7/6,4112,,,,,,,,,,,,,,,,,,
2022/7/6,864,,,,,,,,,,,,,,,,,,
2022/7/6,7292,,,,,,,,,,,,,,,,,,
2022/7/6,0,,,,,,,,,,,,,,,,,,
2022/7/6,100,,,,,,,,,,,,,,,,,,
2022/7/6,50,,,,,,,,,,,,,,,,,,
2022/7/6,0,,,,,,,,,,,,,,,,,,
2022/7/6,125,,,,,,,,,,,,,,,,,,
2022/7/6,20,,,,,,,,,,,,,,,,,,
2022/7/6,396,,,,,,,,,,,,,,,,,,
2022/7/6,345,,,,,,,,,,,,,,,,,,
2022/7/6,744,,,,,,,,,,,,,,,,,,
2022/7/6,1445,,,,,,,,,,,,,,,,,,
2021/9/15,274,,,,,,,,,,,,,,,,,,
2021/9/15,150,,,,,,,,,,,,,,,,,,
2021/9/15,121,,,,,,,,,,,,,,,,,,
2021/9/15,50,,,,,,,,,,,,,,,,,,
2021/9/15,100,,,,,,,,,,,,,,,,,,
2021/9/15,861,,,,,,,,,,,,,,,,,,
2021/9/15,144,,,,,,,,,,,,,,,,,,
2021/9/15,46,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
2021/10/4,25,,,,,,,,,,,,,,,,,,
2021/10/4,0,,,,,,,,,,,,,,,,,,
