Date,WIP,,Date,,,,date,all_wpd,,Date,,,Date,WIP,MOVE,,Date,WIP,MOVE
2022/1/31,0,,,,,,,,,,,,,,,,,,
2022/1/31,25,,,,,,,,,,,,,,,,,,
2022/1/31,0,,,,,,,,,,,,,,,,,,
2022/1/31,23,,,,,,,,,,,,,,,,,,
2022/1/31,0,,,,,,,,,,,,,,,,,,
2022/1/31,0,,,,,,,,,,,,,,,,,,
2022/1/31,0,,,,,,,,,,,,,,,,,,
2022/1/31,200,,,,,,,,,,,,,,,,,,
2022/5/2,25,,,,,,,,,,,,,,,,,,
2022/2/14,117,,,,,,,,,,,,,,,,,,
2022/2/14,559,,,,,,,,,,,,,,,,,,
2022/2/14,75,,,,,,,,,,,,,,,,,,
2022/2/14,75,,,,,,,,,,,,,,,,,,
2022/2/14,432,,,,,,,,,,,,,,,,,,
2022/5/30,555,,,,,,,,,,,,,,,,,,
2022/5/30,221,,,,,,,,,,,,,,,,,,
2022/5/30,1502,,,,,,,,,,,,,,,,,,
2022/5/30,1370,,,,,,,,,,,,,,,,,,
2022/5/30,25,,,,,,,,,,,,,,,,,,
2022/5/30,492,,,,,,,,,,,,,,,,,,
2022/5/30,21,,,,,,,,,,,,,,,,,,
2022/5/30,104,,,,,,,,,,,,,,,,,,
2022/5/30,0,,,,,,,,,,,,,,,,,,
2022/5/30,0,,,,,,,,,,,,,,,,,,
2021/10/12,1198,,,,,,,,,,,,,,,,,,
2021/10/12,0,,,,,,,,,,,,,,,,,,
2021/10/12,97,,,,,,,,,,,,,,,,,,
2021/10/2,677,,,,,,,,,,,,,,,,,,
2021/10/2,362,,,,,,,,,,,,,,,,,,
2021/10/2,3171,,,,,,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,,,,,,
2022/2/28,250,,,,,,,,,,,,,,,,,,
2022/2/28,25,,,,,,,,,,,,,,,,,,
2022/2/28,0,,,,,,,,,,,,,,,,,,
2022/2/28,323,,,,,,,,,,,,,,,,,,
2022/2/28,25,,,,,,,,,,,,,,,,,,
2022/2/28,67,,,,,,,,,,,,,,,,,,
2022/2/28,97,,,,,,,,,,,,,,,,,,
2022/2/28,556,,,,,,,,,,,,,,,,,,
2022/2/28,331,,,,,,,,,,,,,,,,,,
2022/1/31,0,,,,,,,,,,,,,,,,,,
2022/1/31,125,,,,,,,,,,,,,,,,,,
2022/1/31,242,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,337,,,,,,,,,,,,,,,,,,
2022/2/14,25,,,,,,,,,,,,,,,,,,
2022/2/14,372,,,,,,,,,,,,,,,,,,
2022/2/14,100,,,,,,,,,,,,,,,,,,
2022/2/14,708,,,,,,,,,,,,,,,,,,
2022/2/14,118,,,,,,,,,,,,,,,,,,
2022/2/14,75,,,,,,,,,,,,,,,,,,
2022/2/14,2,,,,,,,,,,,,,,,,,,
2022/2/14,24,,,,,,,,,,,,,,,,,,
2022/2/14,74,,,,,,,,,,,,,,,,,,
2022/2/14,25,,,,,,,,,,,,,,,,,,
2022/2/14,75,,,,,,,,,,,,,,,,,,
2022/2/14,50,,,,,,,,,,,,,,,,,,
2022/2/14,227,,,,,,,,,,,,,,,,,,
2022/5/30,0,,,,,,,,,,,,,,,,,,
2022/5/30,1744,,,,,,,,,,,,,,,,,,
2022/5/30,598,,,,,,,,,,,,,,,,,,
2022/5/30,0,,,,,,,,,,,,,,,,,,
2022/5/30,374,,,,,,,,,,,,,,,,,,
2022/5/30,250,,,,,,,,,,,,,,,,,,
2022/5/30,0,,,,,,,,,,,,,,,,,,
2022/5/30,271,,,,,,,,,,,,,,,,,,
2021/10/2,100,,,,,,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,,,,,,
2021/10/2,645,,,,,,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,,,,,,
2021/10/2,219,,,,,,,,,,,,,,,,,,
2021/10/2,0,,,,,,,,,,,,,,,,,,
2022/2/28,0,,,,,,,,,,,,,,,,,,
2022/3/12,149,,,,,,,,,,,,,,,,,,
2022/3/12,600,,,,,,,,,,,,,,,,,,
2022/3/12,1782,,,,,,,,,,,,,,,,,,
2022/3/12,613,,,,,,,,,,,,,,,,,,
2022/3/12,150,,,,,,,,,,,,,,,,,,
2022/3/12,175,,,,,,,,,,,,,,,,,,
2022/3/12,1131,,,,,,,,,,,,,,,,,,
2022/2/14,92,,,,,,,,,,,,,,,,,,
2022/2/14,362,,,,,,,,,,,,,,,,,,
2022/2/14,296,,,,,,,,,,,,,,,,,,
2022/2/14,1046,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/2/14,0,,,,,,,,,,,,,,,,,,
2022/7/2,67,,,,,,,,,,,,,,,,,,
2022/7/2,298,,,,,,,,,,,,,,,,,,
2022/7/2,1066,,,,,,,,,,,,,,,,,,
2022/7/2,935,,,,,,,,,,,,,,,,,,
2022/7/2,50,,,,,,,,,,,,,,,,,,
2022/7/2,661,,,,,,,,,,,,,,,,,,
2022/7/2,687,,,,,,,,,,,,,,,,,,
2022/7/2,0,,,,,,,,,,,,,,,,,,
2022/7/2,268,,,,,,,,,,,,,,,,,,
2022/7/2,442,,,,,,,,,,,,,,,,,,
2022/7/2,997,,,,,,,,,,,,,,,,,,
2021/10/2,301,,,,,,,,,,,,,,,,,,
2022/3/12,25,,,,,,,,,,,,,,,,,,
2022/3/12,25,,,,,,,,,,,,,,,,,,
2022/3/12,221,,,,,,,,,,,,,,,,,,
2022/3/12,17,,,,,,,,,,,,,,,,,,
2022/3/12,8,,,,,,,,,,,,,,,,,,
2022/3/12,231,,,,,,,,,,,,,,,,,,
2022/3/12,50,,,,,,,,,,,,,,,,,,
2022/3/12,75,,,,,,,,,,,,,,,,,,
2022/3/12,50,,,,,,,,,,,,,,,,,,
2022/3/12,0,,,,,,,,,,,,,,,,,,
2022/6/5,25,,,,,,,,,,,,,,,,,,
2022/6/5,877,,,,,,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,,,,,,
2022/6/5,3204,,,,,,,,,,,,,,,,,,
2022/6/5,475,,,,,,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,,,,,,
2022/6/5,63,,,,,,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,,,,,,
2022/6/5,75,,,,,,,,,,,,,,,,,,
2022/7/2,250,,,,,,,,,,,,,,,,,,
2022/7/2,2931,,,,,,,,,,,,,,,,,,
2022/7/2,511,,,,,,,,,,,,,,,,,,
2022/7/2,50,,,,,,,,,,,,,,,,,,
2022/7/2,564,,,,,,,,,,,,,,,,,,
2022/7/2,273,,,,,,,,,,,,,,,,,,
2022/7/2,299,,,,,,,,,,,,,,,,,,
2022/7/2,289,,,,,,,,,,,,,,,,,,
2022/3/12,0,,,,,,,,,,,,,,,,,,
2022/3/12,804,,,,,,,,,,,,,,,,,,
2022/3/12,964,,,,,,,,,,,,,,,,,,
2022/3/12,125,,,,,,,,,,,,,,,,,,
2022/3/12,575,,,,,,,,,,,,,,,,,,
2022/3/12,416,,,,,,,,,,,,,,,,,,
2021/9/21,21,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,375,,,,,,,,,,,,,,,,,,
2021/9/21,274,,,,,,,,,,,,,,,,,,
2022/6/5,175,,,,,,,,,,,,,,,,,,
2022/6/5,997,,,,,,,,,,,,,,,,,,
2022/6/5,13,,,,,,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,,,,,,
2022/6/5,25,,,,,,,,,,,,,,,,,,
2022/6/5,592,,,,,,,,,,,,,,,,,,
2022/6/5,134,,,,,,,,,,,,,,,,,,
2022/7/2,259,,,,,,,,,,,,,,,,,,
2022/7/2,324,,,,,,,,,,,,,,,,,,
2022/7/2,649,,,,,,,,,,,,,,,,,,
2022/7/2,50,,,,,,,,,,,,,,,,,,
2022/7/2,134,,,,,,,,,,,,,,,,,,
2022/7/2,0,,,,,,,,,,,,,,,,,,
2022/7/2,202,,,,,,,,,,,,,,,,,,
2022/7/2,294,,,,,,,,,,,,,,,,,,
2022/7/2,34,,,,,,,,,,,,,,,,,,
2022/7/2,292,,,,,,,,,,,,,,,,,,
2022/8/16,17,,,,,,,,,,,,,,,,,,
2022/8/16,241,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2022/8/16,4754,,,,,,,,,,,,,,,,,,
2022/8/16,200,,,,,,,,,,,,,,,,,,
2022/8/16,175,,,,,,,,,,,,,,,,,,
2022/8/16,134,,,,,,,,,,,,,,,,,,
2022/3/12,25,,,,,,,,,,,,,,,,,,
2022/3/12,0,,,,,,,,,,,,,,,,,,
2022/3/8,150,,,,,,,,,,,,,,,,,,
2022/3/8,75,,,,,,,,,,,,,,,,,,
2021/9/21,79,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,500,,,,,,,,,,,,,,,,,,
2021/9/21,235,,,,,,,,,,,,,,,,,,
2021/9/21,370,,,,,,,,,,,,,,,,,,
2021/9/21,145,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,25,,,,,,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,,,,,,
2022/6/5,225,,,,,,,,,,,,,,,,,,
2022/6/5,0,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2022/8/16,725,,,,,,,,,,,,,,,,,,
2022/8/16,694,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2022/8/16,500,,,,,,,,,,,,,,,,,,
2022/8/16,150,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2022/8/16,67,,,,,,,,,,,,,,,,,,
2021/8/26,125,,,,,,,,,,,,,,,,,,
2021/8/26,171,,,,,,,,,,,,,,,,,,
2021/8/26,1942,,,,,,,,,,,,,,,,,,
2021/8/26,666,,,,,,,,,,,,,,,,,,
2021/8/26,136,,,,,,,,,,,,,,,,,,
2021/8/26,50,,,,,,,,,,,,,,,,,,
2021/8/26,80,,,,,,,,,,,,,,,,,,
2021/8/26,346,,,,,,,,,,,,,,,,,,
2022/3/8,0,,,,,,,,,,,,,,,,,,
2022/3/8,474,,,,,,,,,,,,,,,,,,
2022/3/8,0,,,,,,,,,,,,,,,,,,
2022/3/8,50,,,,,,,,,,,,,,,,,,
2022/3/8,250,,,,,,,,,,,,,,,,,,
2022/3/8,125,,,,,,,,,,,,,,,,,,
2022/3/8,0,,,,,,,,,,,,,,,,,,
2022/3/8,0,,,,,,,,,,,,,,,,,,
2022/3/8,101,,,,,,,,,,,,,,,,,,
2021/9/21,25,,,,,,,,,,,,,,,,,,
2021/9/21,250,,,,,,,,,,,,,,,,,,
2021/9/21,375,,,,,,,,,,,,,,,,,,
2021/9/21,1264,,,,,,,,,,,,,,,,,,
2021/9/21,50,,,,,,,,,,,,,,,,,,
2021/12/13,25,,,,,,,,,,,,,,,,,,
2021/12/13,294,,,,,,,,,,,,,,,,,,
2021/12/13,500,,,,,,,,,,,,,,,,,,
2022/8/16,250,,,,,,,,,,,,,,,,,,
2022/8/16,394,,,,,,,,,,,,,,,,,,
2022/8/16,25,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2022/8/16,312,,,,,,,,,,,,,,,,,,
2022/8/16,724,,,,,,,,,,,,,,,,,,
2022/8/16,218,,,,,,,,,,,,,,,,,,
2022/8/16,67,,,,,,,,,,,,,,,,,,
2022/8/16,0,,,,,,,,,,,,,,,,,,
2021/8/26,146,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,421,,,,,,,,,,,,,,,,,,
2021/8/26,620,,,,,,,,,,,,,,,,,,
2021/8/26,127,,,,,,,,,,,,,,,,,,
2021/8/26,59,,,,,,,,,,,,,,,,,,
2021/8/26,575,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,92,,,,,,,,,,,,,,,,,,
2022/3/8,0,,,,,,,,,,,,,,,,,,
2022/3/8,742,,,,,,,,,,,,,,,,,,
2022/3/8,400,,,,,,,,,,,,,,,,,,
2022/3/8,750,,,,,,,,,,,,,,,,,,
2022/3/8,50,,,,,,,,,,,,,,,,,,
2022/3/8,1682,,,,,,,,,,,,,,,,,,
2022/3/8,0,,,,,,,,,,,,,,,,,,
2022/3/8,1191,,,,,,,,,,,,,,,,,,
2022/3/8,1884,,,,,,,,,,,,,,,,,,
2021/9/21,1071,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,275,,,,,,,,,,,,,,,,,,
2021/9/21,25,,,,,,,,,,,,,,,,,,
2021/9/21,184,,,,,,,,,,,,,,,,,,
2021/9/21,340,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/12/13,0,,,,,,,,,,,,,,,,,,
2021/12/13,0,,,,,,,,,,,,,,,,,,
2021/12/13,0,,,,,,,,,,,,,,,,,,
2021/12/13,75,,,,,,,,,,,,,,,,,,
2021/12/13,470,,,,,,,,,,,,,,,,,,
2021/12/13,0,,,,,,,,,,,,,,,,,,
2021/12/13,321,,,,,,,,,,,,,,,,,,
2021/12/13,124,,,,,,,,,,,,,,,,,,
2021/12/13,377,,,,,,,,,,,,,,,,,,
2021/12/13,175,,,,,,,,,,,,,,,,,,
2021/12/13,1828,,,,,,,,,,,,,,,,,,
2021/12/13,669,,,,,,,,,,,,,,,,,,
2022/8/16,151,,,,,,,,,,,,,,,,,,
2022/8/16,175,,,,,,,,,,,,,,,,,,
2022/4/13,495,,,,,,,,,,,,,,,,,,
2022/4/13,25,,,,,,,,,,,,,,,,,,
2022/4/13,59,,,,,,,,,,,,,,,,,,
2022/4/13,759,,,,,,,,,,,,,,,,,,
2022/4/13,190,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2021/8/26,142,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2021/8/26,71,,,,,,,,,,,,,,,,,,
2021/8/26,217,,,,,,,,,,,,,,,,,,
2021/8/26,0,,,,,,,,,,,,,,,,,,
2022/3/8,0,,,,,,,,,,,,,,,,,,
2021/9/27,59,,,,,,,,,,,,,,,,,,
2021/9/27,166,,,,,,,,,,,,,,,,,,
2021/9/27,0,,,,,,,,,,,,,,,,,,
2021/9/27,396,,,,,,,,,,,,,,,,,,
2021/9/21,149,,,,,,,,,,,,,,,,,,
2021/9/21,677,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/21,221,,,,,,,,,,,,,,,,,,
2021/9/21,29,,,,,,,,,,,,,,,,,,
2021/9/21,70,,,,,,,,,,,,,,,,,,
2021/9/21,0,,,,,,,,,,,,,,,,,,
2021/9/12,573,,,,,,,,,,,,,,,,,,
2021/9/12,25,,,,,,,,,,,,,,,,,,
2021/9/12,271,,,,,,,,,,,,,,,,,,
2021/9/12,100,,,,,,,,,,,,,,,,,,
2021/11/11,146,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2022/2/16,50,,,,,,,,,,,,,,,,,,
2022/2/16,152,,,,,,,,,,,,,,,,,,
2022/2/16,1339,,,,,,,,,,,,,,,,,,
2022/2/16,1184,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2021/12/13,241,,,,,,,,,,,,,,,,,,
2021/12/13,340,,,,,,,,,,,,,,,,,,
2021/12/13,225,,,,,,,,,,,,,,,,,,
2022/4/13,596,,,,,,,,,,,,,,,,,,
2022/4/13,384,,,,,,,,,,,,,,,,,,
2022/4/13,2639,,,,,,,,,,,,,,,,,,
2022/4/13,2969,,,,,,,,,,,,,,,,,,
2022/4/13,21,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,1,,,,,,,,,,,,,,,,,,
2022/4/13,627,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,1138,,,,,,,,,,,,,,,,,,
2022/4/13,304,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2021/8/26,50,,,,,,,,,,,,,,,,,,
2021/8/26,196,,,,,,,,,,,,,,,,,,
2021/8/26,25,,,,,,,,,,,,,,,,,,
2021/8/26,476,,,,,,,,,,,,,,,,,,
2021/8/26,123,,,,,,,,,,,,,,,,,,
2021/9/27,0,,,,,,,,,,,,,,,,,,
2021/9/27,0,,,,,,,,,,,,,,,,,,
2021/9/27,300,,,,,,,,,,,,,,,,,,
2021/9/27,25,,,,,,,,,,,,,,,,,,
2021/9/27,25,,,,,,,,,,,,,,,,,,
2021/9/27,0,,,,,,,,,,,,,,,,,,
2021/9/27,466,,,,,,,,,,,,,,,,,,
2021/9/27,175,,,,,,,,,,,,,,,,,,
2021/9/27,0,,,,,,,,,,,,,,,,,,
2021/9/12,75,,,,,,,,,,,,,,,,,,
2021/9/12,196,,,,,,,,,,,,,,,,,,
2021/9/12,150,,,,,,,,,,,,,,,,,,
2021/9/12,50,,,,,,,,,,,,,,,,,,
2021/9/12,75,,,,,,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,,,,,,
2021/9/12,90,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,504,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2022/2/16,441,,,,,,,,,,,,,,,,,,
2022/2/16,763,,,,,,,,,,,,,,,,,,
2022/2/16,175,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2022/2/16,398,,,,,,,,,,,,,,,,,,
2022/2/12,25,,,,,,,,,,,,,,,,,,
2022/2/12,946,,,,,,,,,,,,,,,,,,
2022/2/12,100,,,,,,,,,,,,,,,,,,
2022/2/12,175,,,,,,,,,,,,,,,,,,
2022/2/12,25,,,,,,,,,,,,,,,,,,
2022/4/13,625,,,,,,,,,,,,,,,,,,
2022/4/13,375,,,,,,,,,,,,,,,,,,
2022/4/13,21,,,,,,,,,,,,,,,,,,
2022/4/13,226,,,,,,,,,,,,,,,,,,
2022/4/13,394,,,,,,,,,,,,,,,,,,
2022/4/13,50,,,,,,,,,,,,,,,,,,
2022/4/13,375,,,,,,,,,,,,,,,,,,
2022/4/13,21,,,,,,,,,,,,,,,,,,
2021/9/27,775,,,,,,,,,,,,,,,,,,
2021/9/27,125,,,,,,,,,,,,,,,,,,
2021/9/27,50,,,,,,,,,,,,,,,,,,
2021/9/27,48,,,,,,,,,,,,,,,,,,
2021/9/27,1388,,,,,,,,,,,,,,,,,,
2021/9/27,317,,,,,,,,,,,,,,,,,,
2021/9/27,100,,,,,,,,,,,,,,,,,,
2021/9/12,624,,,,,,,,,,,,,,,,,,
2021/9/12,32,,,,,,,,,,,,,,,,,,
2021/9/12,75,,,,,,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,,,,,,
2021/9/12,436,,,,,,,,,,,,,,,,,,
2021/9/12,750,,,,,,,,,,,,,,,,,,
2021/9/12,150,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,325,,,,,,,,,,,,,,,,,,
2021/11/11,1455,,,,,,,,,,,,,,,,,,
2021/11/11,125,,,,,,,,,,,,,,,,,,
2021/11/11,2517,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,100,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2021/11/11,1,,,,,,,,,,,,,,,,,,
2021/11/11,937,,,,,,,,,,,,,,,,,,
2022/2/16,1450,,,,,,,,,,,,,,,,,,
2022/2/16,230,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2022/2/16,0,,,,,,,,,,,,,,,,,,
2022/2/16,1371,,,,,,,,,,,,,,,,,,
2022/2/12,150,,,,,,,,,,,,,,,,,,
2022/2/12,0,,,,,,,,,,,,,,,,,,
2022/2/12,0,,,,,,,,,,,,,,,,,,
2022/2/12,432,,,,,,,,,,,,,,,,,,
2022/2/12,100,,,,,,,,,,,,,,,,,,
2022/2/12,425,,,,,,,,,,,,,,,,,,
2022/2/12,25,,,,,,,,,,,,,,,,,,
2022/2/12,100,,,,,,,,,,,,,,,,,,
2022/4/13,206,,,,,,,,,,,,,,,,,,
2022/4/13,0,,,,,,,,,,,,,,,,,,
2022/4/13,21,,,,,,,,,,,,,,,,,,
2022/1/8,171,,,,,,,,,,,,,,,,,,
2022/1/8,25,,,,,,,,,,,,,,,,,,
2022/1/8,273,,,,,,,,,,,,,,,,,,
2022/1/8,21,,,,,,,,,,,,,,,,,,
2022/1/8,229,,,,,,,,,,,,,,,,,,
2022/1/8,123,,,,,,,,,,,,,,,,,,
2022/1/8,297,,,,,,,,,,,,,,,,,,
2021/9/27,1209,,,,,,,,,,,,,,,,,,
2021/9/27,347,,,,,,,,,,,,,,,,,,
2021/9/27,629,,,,,,,,,,,,,,,,,,
2022/3/31,572,,,,,,,,,,,,,,,,,,
2021/9/12,970,,,,,,,,,,,,,,,,,,
2021/9/12,50,,,,,,,,,,,,,,,,,,
2021/9/12,21,,,,,,,,,,,,,,,,,,
2021/9/12,125,,,,,,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,,,,,,
2021/9/12,102,,,,,,,,,,,,,,,,,,
2021/11/11,100,,,,,,,,,,,,,,,,,,
2021/11/11,25,,,,,,,,,,,,,,,,,,
2021/11/11,25,,,,,,,,,,,,,,,,,,
2021/11/11,1902,,,,,,,,,,,,,,,,,,
2021/11/11,71,,,,,,,,,,,,,,,,,,
2021/11/11,0,,,,,,,,,,,,,,,,,,
2022/2/16,235,,,,,,,,,,,,,,,,,,
2022/2/16,50,,,,,,,,,,,,,,,,,,
2022/2/16,623,,,,,,,,,,,,,,,,,,
2021/10/10,546,,,,,,,,,,,,,,,,,,
2021/10/10,296,,,,,,,,,,,,,,,,,,
2021/10/10,841,,,,,,,,,,,,,,,,,,
2021/10/10,25,,,,,,,,,,,,,,,,,,
2021/10/10,44,,,,,,,,,,,,,,,,,,
2022/2/12,50,,,,,,,,,,,,,,,,,,
2022/2/12,0,,,,,,,,,,,,,,,,,,
2022/2/12,50,,,,,,,,,,,,,,,,,,
2022/2/12,117,,,,,,,,,,,,,,,,,,
2022/2/12,759,,,,,,,,,,,,,,,,,,
2022/1/8,0,,,,,,,,,,,,,,,,,,
2022/1/8,256,,,,,,,,,,,,,,,,,,
2022/1/8,25,,,,,,,,,,,,,,,,,,
2022/1/8,792,,,,,,,,,,,,,,,,,,
2022/1/8,133,,,,,,,,,,,,,,,,,,
2022/3/31,0,,,,,,,,,,,,,,,,,,
2022/3/31,0,,,,,,,,,,,,,,,,,,
2022/3/31,50,,,,,,,,,,,,,,,,,,
2022/3/31,1486,,,,,,,,,,,,,,,,,,
2022/3/31,125,,,,,,,,,,,,,,,,,,
2022/3/31,296,,,,,,,,,,,,,,,,,,
2022/3/31,0,,,,,,,,,,,,,,,,,,
2022/3/31,274,,,,,,,,,,,,,,,,,,
2022/3/31,0,,,,,,,,,,,,,,,,,,
2022/3/31,171,,,,,,,,,,,,,,,,,,
2022/3/31,46,,,,,,,,,,,,,,,,,,
2022/3/31,96,,,,,,,,,,,,,,,,,,
2022/3/31,0,,,,,,,,,,,,,,,,,,
2022/3/31,4,,,,,,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,,,,,,
2021/9/12,50,,,,,,,,,,,,,,,,,,
2021/9/12,0,,,,,,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,,,,,,
2021/12/23,545,,,,,,,,,,,,,,,,,,
2021/12/23,17,,,,,,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,,,,,,
2021/12/23,25,,,,,,,,,,,,,,,,,,
2021/12/23,2751,,,,,,,,,,,,,,,,,,
2021/12/23,2296,,,,,,,,,,,,,,,,,,
2021/11/11,300,,,,,,,,,,,,,,,,,,
2021/11/11,50,,,,,,,,,,,,,,,,,,
2021/11/11,479,,,,,,,,,,,,,,,,,,
2021/8/30,180,,,,,,,,,,,,,,,,,,
2021/8/30,17,,,,,,,,,,,,,,,,,,
2021/8/30,0,,,,,,,,,,,,,,,,,,
2021/10/10,495,,,,,,,,,,,,,,,,,,
2021/10/10,146,,,,,,,,,,,,,,,,,,
2021/10/10,46,,,,,,,,,,,,,,,,,,
2021/10/10,100,,,,,,,,,,,,,,,,,,
2021/10/10,150,,,,,,,,,,,,,,,,,,
2021/10/10,0,,,,,,,,,,,,,,,,,,
2021/10/10,250,,,,,,,,,,,,,,,,,,
2021/10/10,350,,,,,,,,,,,,,,,,,,
2021/12/4,175,,,,,,,,,,,,,,,,,,
2021/12/4,523,,,,,,,,,,,,,,,,,,
2022/1/8,0,,,,,,,,,,,,,,,,,,
2022/1/8,458,,,,,,,,,,,,,,,,,,
2022/1/8,0,,,,,,,,,,,,,,,,,,
2022/1/8,1530,,,,,,,,,,,,,,,,,,
2022/1/8,0,,,,,,,,,,,,,,,,,,
2022/1/8,118,,,,,,,,,,,,,,,,,,
2022/1/8,0,,,,,,,,,,,,,,,,,,
2022/1/8,21,,,,,,,,,,,,,,,,,,
2022/1/8,150,,,,,,,,,,,,,,,,,,
2022/3/31,50,,,,,,,,,,,,,,,,,,
2022/3/31,378,,,,,,,,,,,,,,,,,,
2022/3/31,0,,,,,,,,,,,,,,,,,,
2022/3/31,0,,,,,,,,,,,,,,,,,,
2022/3/31,153,,,,,,,,,,,,,,,,,,
2022/3/31,150,,,,,,,,,,,,,,,,,,
2022/3/31,200,,,,,,,,,,,,,,,,,,
2021/12/23,392,,,,,,,,,,,,,,,,,,
2021/12/23,41,,,,,,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,,,,,,
2021/12/23,350,,,,,,,,,,,,,,,,,,
2021/12/23,96,,,,,,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,,,,,,
