date,all_wpd,,,move,,Date,WIP,,,WIP,,DATE,move,WIP
,,,,,,2021/8/23,57,,,,,,,
,,,,,,2021/8/23,50,,,,,,,
,,,,,,2021/8/23,600,,,,,,,
,,,,,,2021/8/23,25,,,,,,,
,,,,,,2021/8/23,25,,,,,,,
,,,,,,2021/12/31,21,,,,,,,
,,,,,,2021/12/31,175,,,,,,,
,,,,,,2022/6/27,52,,,,,,,
,,,,,,2022/6/27,75,,,,,,,
,,,,,,2022/6/27,300,,,,,,,
,,,,,,2022/6/27,0,,,,,,,
,,,,,,2022/8/16,325,,,,,,,
,,,,,,2022/8/16,1125,,,,,,,
,,,,,,2022/8/16,1221,,,,,,,
,,,,,,2022/8/16,421,,,,,,,
,,,,,,2022/8/16,669,,,,,,,
,,,,,,2022/8/16,99,,,,,,,
,,,,,,2022/8/16,0,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/1/7,75,,,,,,,
,,,,,,2022/1/7,146,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/1/7,50,,,,,,,
,,,,,,2022/1/7,100,,,,,,,
,,,,,,2022/1/7,0,,,,,,,
,,,,,,2022/3/28,351,,,,,,,
,,,,,,2022/3/28,0,,,,,,,
,,,,,,2022/3/28,0,,,,,,,
,,,,,,2022/3/28,21,,,,,,,
,,,,,,2022/3/28,401,,,,,,,
,,,,,,2022/2/10,214,,,,,,,
,,,,,,2022/4/21,192,,,,,,,
,,,,,,2022/4/21,21,,,,,,,
,,,,,,2022/4/21,125,,,,,,,
,,,,,,2022/4/21,550,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2021/12/31,0,,,,,,,
,,,,,,2021/12/31,0,,,,,,,
,,,,,,2021/12/31,25,,,,,,,
,,,,,,2021/12/31,25,,,,,,,
,,,,,,2021/12/31,350,,,,,,,
,,,,,,2021/12/31,25,,,,,,,
,,,,,,2022/6/27,84,,,,,,,
,,,,,,2022/6/27,176,,,,,,,
,,,,,,2022/6/27,150,,,,,,,
,,,,,,2022/6/27,734,,,,,,,
,,,,,,2022/6/27,570,,,,,,,
,,,,,,2022/6/27,149,,,,,,,
,,,,,,2022/6/27,17,,,,,,,
,,,,,,2022/8/16,1961,,,,,,,
,,,,,,2022/1/7,25,,,,,,,
,,,,,,2022/1/7,21,,,,,,,
,,,,,,2022/1/7,746,,,,,,,
,,,,,,2022/1/7,425,,,,,,,
,,,,,,2022/1/7,500,,,,,,,
,,,,,,2022/1/7,225,,,,,,,
,,,,,,2022/3/28,0,,,,,,,
,,,,,,2022/3/28,280,,,,,,,
,,,,,,2022/3/28,0,,,,,,,
,,,,,,2022/3/28,121,,,,,,,
,,,,,,2022/3/28,471,,,,,,,
,,,,,,2022/3/28,75,,,,,,,
,,,,,,2022/3/28,0,,,,,,,
,,,,,,2022/4/21,25,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2021/12/31,12,,,,,,,
,,,,,,2021/12/31,825,,,,,,,
,,,,,,2021/12/31,50,,,,,,,
,,,,,,2022/7/21,321,,,,,,,
,,,,,,2022/7/21,2022,,,,,,,
,,,,,,2022/7/21,2248,,,,,,,
,,,,,,2022/7/21,247,,,,,,,
,,,,,,2022/7/21,73,,,,,,,
,,,,,,2022/7/21,0,,,,,,,
,,,,,,2022/7/21,455,,,,,,,
,,,,,,2022/2/10,786,,,,,,,
,,,,,,2022/2/10,1415,,,,,,,
,,,,,,2022/2/10,703,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/3/28,974,,,,,,,
,,,,,,2022/3/28,0,,,,,,,
,,,,,,2022/2/8,699,,,,,,,
,,,,,,2021/11/1,1016,,,,,,,
,,,,,,2021/11/1,638,,,,,,,
,,,,,,2021/11/1,200,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2021/11/1,50,,,,,,,
,,,,,,2021/11/1,21,,,,,,,
,,,,,,2021/11/1,144,,,,,,,
,,,,,,2022/4/21,243,,,,,,,
,,,,,,2022/4/21,367,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/4/21,254,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/4/21,1663,,,,,,,
,,,,,,2022/4/21,176,,,,,,,
,,,,,,2022/4/21,96,,,,,,,
,,,,,,2022/4/21,75,,,,,,,
,,,,,,2022/7/21,642,,,,,,,
,,,,,,2022/7/21,0,,,,,,,
,,,,,,2022/7/21,0,,,,,,,
,,,,,,2022/7/21,113,,,,,,,
,,,,,,2022/7/21,96,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,25,,,,,,,
,,,,,,2022/2/8,767,,,,,,,
,,,,,,2022/2/8,0,,,,,,,
,,,,,,2022/2/8,25,,,,,,,
,,,,,,2022/2/8,96,,,,,,,
,,,,,,2022/2/8,0,,,,,,,
,,,,,,2022/2/8,295,,,,,,,
,,,,,,2022/2/8,1881,,,,,,,
,,,,,,2021/11/1,99,,,,,,,
,,,,,,2021/11/1,125,,,,,,,
,,,,,,2021/11/1,75,,,,,,,
,,,,,,2021/11/1,175,,,,,,,
,,,,,,2021/11/1,117,,,,,,,
,,,,,,2021/11/1,25,,,,,,,
,,,,,,2021/11/1,725,,,,,,,
,,,,,,2021/11/1,228,,,,,,,
,,,,,,2022/4/21,693,,,,,,,
,,,,,,2022/4/21,0,,,,,,,
,,,,,,2022/2/3,224,,,,,,,
,,,,,,2022/7/21,0,,,,,,,
,,,,,,2022/7/21,696,,,,,,,
,,,,,,2022/7/21,350,,,,,,,
,,,,,,2022/7/21,50,,,,,,,
,,,,,,2022/7/21,21,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,25,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/10,25,,,,,,,
,,,,,,2022/2/8,530,,,,,,,
,,,,,,2022/2/8,500,,,,,,,
,,,,,,2022/2/8,143,,,,,,,
,,,,,,2022/2/8,188,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2021/11/1,200,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2022/2/3,192,,,,,,,
,,,,,,2022/2/3,246,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/26,0,,,,,,,
,,,,,,2022/2/26,0,,,,,,,
,,,,,,2022/2/26,100,,,,,,,
,,,,,,2022/2/26,1610,,,,,,,
,,,,,,2022/2/26,169,,,,,,,
,,,,,,2022/2/10,21,,,,,,,
,,,,,,2022/2/10,2,,,,,,,
,,,,,,2022/2/10,25,,,,,,,
,,,,,,2022/2/10,146,,,,,,,
,,,,,,2022/2/10,0,,,,,,,
,,,,,,2022/2/8,0,,,,,,,
,,,,,,2022/2/8,0,,,,,,,
,,,,,,2022/2/8,0,,,,,,,
,,,,,,2022/2/8,0,,,,,,,
,,,,,,2021/10/9,617,,,,,,,
,,,,,,2021/10/9,500,,,,,,,
,,,,,,2021/11/1,0,,,,,,,
,,,,,,2021/9/30,0,,,,,,,
,,,,,,2021/9/30,46,,,,,,,
,,,,,,2021/9/30,74,,,,,,,
,,,,,,2021/9/30,0,,,,,,,
,,,,,,2021/9/30,469,,,,,,,
,,,,,,2022/2/3,960,,,,,,,
,,,,,,2022/2/3,450,,,,,,,
,,,,,,2022/2/3,150,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/26,49,,,,,,,
,,,,,,2022/2/26,302,,,,,,,
,,,,,,2022/2/26,50,,,,,,,
,,,,,,2022/2/26,261,,,,,,,
,,,,,,2022/2/26,379,,,,,,,
,,,,,,2022/2/26,1226,,,,,,,
,,,,,,2022/2/26,544,,,,,,,
,,,,,,2022/2/26,225,,,,,,,
,,,,,,2022/2/26,0,,,,,,,
,,,,,,2022/2/26,25,,,,,,,
,,,,,,2022/2/26,150,,,,,,,
,,,,,,2022/2/26,25,,,,,,,
,,,,,,2022/2/26,50,,,,,,,
,,,,,,2021/10/9,332,,,,,,,
,,,,,,2021/10/9,75,,,,,,,
,,,,,,2021/10/9,392,,,,,,,
,,,,,,2021/10/9,150,,,,,,,
,,,,,,2021/9/30,100,,,,,,,
,,,,,,2021/9/30,125,,,,,,,
,,,,,,2021/9/30,100,,,,,,,
,,,,,,2022/2/3,500,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/3,50,,,,,,,
,,,,,,2022/2/3,50,,,,,,,
,,,,,,2022/2/3,95,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/3,0,,,,,,,
,,,,,,2022/2/3,75,,,,,,,
,,,,,,2022/2/3,150,,,,,,,
,,,,,,2022/2/26,0,,,,,,,
,,,,,,2022/2/26,175,,,,,,,
,,,,,,2022/2/26,0,,,,,,,
,,,,,,2022/2/26,308,,,,,,,
,,,,,,2022/2/26,25,,,,,,,
,,,,,,2021/10/29,25,,,,,,,
,,,,,,2021/10/9,724,,,,,,,
,,,,,,2021/9/30,623,,,,,,,
,,,,,,2021/11/20,200,,,,,,,
,,,,,,2021/11/20,325,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/11/20,46,,,,,,,
,,,,,,2021/10/29,696,,,,,,,
,,,,,,2021/10/29,50,,,,,,,
,,,,,,2021/10/29,1236,,,,,,,
,,,,,,2021/10/29,100,,,,,,,
,,,,,,2021/10/29,210,,,,,,,
,,,,,,2021/10/29,246,,,,,,,
,,,,,,2021/10/29,293,,,,,,,
,,,,,,2021/10/9,71,,,,,,,
,,,,,,2021/10/9,0,,,,,,,
,,,,,,2021/11/20,175,,,,,,,
,,,,,,2021/11/20,500,,,,,,,
,,,,,,2021/11/20,229,,,,,,,
,,,,,,2021/11/20,359,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/11/20,0,,,,,,,
,,,,,,2021/10/29,495,,,,,,,
,,,,,,2021/10/29,225,,,,,,,
,,,,,,2021/10/29,1579,,,,,,,
,,,,,,2021/10/29,0,,,,,,,
,,,,,,2021/10/29,121,,,,,,,
,,,,,,2022/1/28,75,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,146,,,,,,,
,,,,,,2022/1/28,150,,,,,,,
,,,,,,2022/1/28,50,,,,,,,
,,,,,,2021/9/2,47,,,,,,,
,,,,,,2021/9/2,25,,,,,,,
,,,,,,2021/9/2,191,,,,,,,
,,,,,,2021/9/2,347,,,,,,,
,,,,,,2021/9/2,911,,,,,,,
,,,,,,2021/9/2,315,,,,,,,
,,,,,,2021/9/2,471,,,,,,,
,,,,,,2021/11/20,24,,,,,,,
,,,,,,2021/10/29,50,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2022/1/28,123,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2021/9/2,374,,,,,,,
,,,,,,2021/9/2,88,,,,,,,
,,,,,,2021/9/2,59,,,,,,,
,,,,,,2021/9/2,27,,,,,,,
,,,,,,2022/3/25,246,,,,,,,
,,,,,,2022/3/25,552,,,,,,,
,,,,,,2022/3/25,150,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/6/21,0,,,,,,,
,,,,,,2022/6/21,150,,,,,,,
,,,,,,2022/1/28,325,,,,,,,
,,,,,,2022/1/28,417,,,,,,,
,,,,,,2022/1/28,25,,,,,,,
,,,,,,2022/1/28,34,,,,,,,
,,,,,,2022/1/28,0,,,,,,,
,,,,,,2021/9/2,136,,,,,,,
,,,,,,2021/9/2,225,,,,,,,
,,,,,,2021/9/2,0,,,,,,,
,,,,,,2021/9/2,449,,,,,,,
,,,,,,2021/11/8,350,,,,,,,
,,,,,,2021/11/8,702,,,,,,,
,,,,,,2021/11/8,96,,,,,,,
,,,,,,2021/11/8,296,,,,,,,
,,,,,,2021/11/8,279,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,17,,,,,,,
,,,,,,2022/3/25,375,,,,,,,
,,,,,,2022/6/21,213,,,,,,,
,,,,,,2022/6/21,350,,,,,,,
,,,,,,2021/10/13,244,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/9/2,225,,,,,,,
,,,,,,2021/9/2,0,,,,,,,
,,,,,,2021/9/2,0,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,47,,,,,,,
,,,,,,2021/11/8,85,,,,,,,
,,,,,,2021/11/8,954,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2021/11/8,0,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,176,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/6/21,25,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,100,,,,,,,
,,,,,,2021/10/13,200,,,,,,,
,,,,,,2021/10/13,50,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,150,,,,,,,
,,,,,,2021/12/26,250,,,,,,,
,,,,,,2021/12/26,292,,,,,,,
,,,,,,2021/12/26,200,,,,,,,
,,,,,,2021/12/26,725,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2021/12/26,600,,,,,,,
,,,,,,2021/12/26,25,,,,,,,
,,,,,,2021/11/8,790,,,,,,,
,,,,,,2022/5/13,725,,,,,,,
,,,,,,2022/5/13,125,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2022/3/25,542,,,,,,,
,,,,,,2022/3/25,0,,,,,,,
,,,,,,2021/10/13,267,,,,,,,
,,,,,,2021/10/13,192,,,,,,,
,,,,,,2021/10/13,538,,,,,,,
,,,,,,2021/12/26,50,,,,,,,
,,,,,,2021/12/26,77,,,,,,,
,,,,,,2021/12/26,125,,,,,,,
,,,,,,2021/12/26,150,,,,,,,
,,,,,,2021/12/26,46,,,,,,,
,,,,,,2021/12/26,25,,,,,,,
,,,,,,2021/12/26,100,,,,,,,
,,,,,,2022/5/13,0,,,,,,,
,,,,,,2022/5/13,42,,,,,,,
,,,,,,2022/5/13,0,,,,,,,
,,,,,,2022/5/13,0,,,,,,,
,,,,,,2022/5/13,50,,,,,,,
,,,,,,2022/5/13,0,,,,,,,
,,,,,,2022/2/12,125,,,,,,,
,,,,,,2022/2/12,365,,,,,,,
,,,,,,2022/2/12,25,,,,,,,
,,,,,,2022/2/12,1251,,,,,,,
,,,,,,2022/2/12,644,,,,,,,
,,,,,,2021/10/13,71,,,,,,,
,,,,,,2021/10/13,250,,,,,,,
,,,,,,2021/10/13,250,,,,,,,
,,,,,,2021/10/13,496,,,,,,,
,,,,,,2021/10/13,1062,,,,,,,
,,,,,,2021/10/13,0,,,,,,,
,,,,,,2021/10/13,350,,,,,,,
,,,,,,2021/12/26,25,,,,,,,
,,,,,,2021/12/26,25,,,,,,,
,,,,,,2021/12/26,0,,,,,,,
,,,,,,2022/5/13,17,,,,,,,
,,,,,,2022/5/13,1935,,,,,,,
,,,,,,2022/5/13,0,,,,,,,
,,,,,,2022/5/13,0,,,,,,,
,,,,,,2022/5/13,57,,,,,,,
,,,,,,2022/5/13,0,,,,,,,
,,,,,,2022/2/12,286,,,,,,,
,,,,,,2022/2/12,50,,,,,,,
,,,,,,2022/2/12,375,,,,,,,
,,,,,,2022/2/12,127,,,,,,,
,,,,,,2021/12/3,125,,,,,,,
,,,,,,2022/8/5,619,,,,,,,
,,,,,,2022/8/5,970,,,,,,,
,,,,,,2022/8/5,7,,,,,,,
,,,,,,2022/8/5,130,,,,,,,
,,,,,,2022/2/12,295,,,,,,,
,,,,,,2022/2/12,100,,,,,,,
,,,,,,2022/2/12,159,,,,,,,
,,,,,,2022/2/12,0,,,,,,,
,,,,,,2022/3/5,27,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2022/3/5,83,,,,,,,
,,,,,,2022/3/5,542,,,,,,,
,,,,,,2021/12/3,25,,,,,,,
,,,,,,2021/12/3,50,,,,,,,
,,,,,,2021/12/3,75,,,,,,,
,,,,,,2021/12/3,75,,,,,,,
,,,,,,2021/12/3,325,,,,,,,
,,,,,,2021/12/3,432,,,,,,,
,,,,,,2021/12/3,1024,,,,,,,
,,,,,,2022/8/5,321,,,,,,,
,,,,,,2022/8/5,35,,,,,,,
,,,,,,2022/8/5,108,,,,,,,
,,,,,,2022/8/5,250,,,,,,,
,,,,,,2022/8/5,408,,,,,,,
,,,,,,2022/8/5,375,,,,,,,
,,,,,,2022/8/5,150,,,,,,,
,,,,,,2022/8/5,2014,,,,,,,
,,,,,,2022/8/5,170,,,,,,,
,,,,,,2022/8/5,171,,,,,,,
,,,,,,2022/8/5,0,,,,,,,
,,,,,,2021/11/24,174,,,,,,,
,,,,,,2021/11/24,825,,,,,,,
,,,,,,2021/11/24,346,,,,,,,
,,,,,,2022/3/5,17,,,,,,,
,,,,,,2022/3/5,25,,,,,,,
,,,,,,2022/3/5,121,,,,,,,
,,,,,,2022/3/5,76,,,,,,,
,,,,,,2022/3/5,182,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2021/12/3,0,,,,,,,
,,,,,,2022/8/5,0,,,,,,,
,,,,,,2022/8/5,0,,,,,,,
,,,,,,2021/11/24,25,,,,,,,
,,,,,,2021/11/24,20,,,,,,,
,,,,,,2021/11/24,171,,,,,,,
,,,,,,2021/11/24,581,,,,,,,
,,,,,,2021/11/24,25,,,,,,,
,,,,,,2021/11/24,50,,,,,,,
,,,,,,2022/3/5,121,,,,,,,
,,,,,,2022/3/5,25,,,,,,,
,,,,,,2022/3/5,519,,,,,,,
,,,,,,2022/3/5,1043,,,,,,,
,,,,,,2021/12/3,25,,,,,,,
,,,,,,2021/12/3,382,,,,,,,
,,,,,,2021/12/3,246,,,,,,,
,,,,,,2021/12/3,0,,,,,,,
,,,,,,2021/12/3,0,,,,,,,
,,,,,,2021/12/3,25,,,,,,,
,,,,,,2021/12/3,100,,,,,,,
,,,,,,2021/12/3,25,,,,,,,
,,,,,,2022/8/5,717,,,,,,,
,,,,,,2022/8/5,159,,,,,,,
,,,,,,2022/7/10,50,,,,,,,
,,,,,,2022/7/10,125,,,,,,,
,,,,,,2022/7/10,0,,,,,,,
,,,,,,2022/7/10,225,,,,,,,
,,,,,,2022/7/10,225,,,,,,,
,,,,,,2022/7/10,25,,,,,,,
,,,,,,2021/11/24,425,,,,,,,
,,,,,,2021/11/24,25,,,,,,,
,,,,,,2021/11/24,0,,,,,,,
,,,,,,2021/11/24,0,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2022/3/5,173,,,,,,,
,,,,,,2022/3/5,174,,,,,,,
,,,,,,2022/3/5,66,,,,,,,
,,,,,,2022/3/5,425,,,,,,,
,,,,,,2022/3/5,0,,,,,,,
,,,,,,2021/11/22,840,,,,,,,
,,,,,,2021/11/22,200,,,,,,,
,,,,,,2021/11/22,75,,,,,,,
,,,,,,2022/1/11,1100,,,,,,,
,,,,,,2022/1/11,400,,,,,,,
,,,,,,2022/1/11,369,,,,,,,
,,,,,,2022/1/11,96,,,,,,,
,,,,,,2022/1/11,598,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,401,,,,,,,
,,,,,,2022/7/10,0,,,,,,,
,,,,,,2022/7/10,0,,,,,,,
,,,,,,2022/7/10,0,,,,,,,
,,,,,,2022/7/10,398,,,,,,,
,,,,,,2022/7/10,1038,,,,,,,
,,,,,,2022/7/10,121,,,,,,,
,,,,,,2022/6/14,2994,,,,,,,
,,,,,,2022/6/14,27,,,,,,,
,,,,,,2021/12/8,59,,,,,,,
,,,,,,2021/12/8,21,,,,,,,
,,,,,,2021/12/8,1066,,,,,,,
,,,,,,2021/12/8,1266,,,,,,,
,,,,,,2021/12/8,100,,,,,,,
,,,,,,2021/12/8,300,,,,,,,
,,,,,,2021/12/8,675,,,,,,,
,,,,,,2021/11/22,599,,,,,,,
,,,,,,2021/11/22,270,,,,,,,
,,,,,,2021/11/22,75,,,,,,,
,,,,,,2021/11/22,0,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2022/1/11,200,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2022/1/11,450,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,471,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,25,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/5/12,0,,,,,,,
,,,,,,2022/7/10,406,,,,,,,
,,,,,,2022/7/10,0,,,,,,,
,,,,,,2022/6/14,27,,,,,,,
,,,,,,2021/12/8,200,,,,,,,
,,,,,,2021/12/8,42,,,,,,,
,,,,,,2021/12/8,675,,,,,,,
,,,,,,2021/11/22,1866,,,,,,,
,,,,,,2021/11/22,642,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2022/1/11,150,,,,,,,
,,,,,,2022/1/11,573,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2022/5/12,963,,,,,,,
,,,,,,2022/1/27,459,,,,,,,
,,,,,,2022/1/27,71,,,,,,,
,,,,,,2022/4/15,525,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2021/12/15,200,,,,,,,
,,,,,,2021/12/15,100,,,,,,,
,,,,,,2021/12/15,100,,,,,,,
,,,,,,2021/12/15,0,,,,,,,
,,,,,,2021/11/29,50,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2022/1/11,618,,,,,,,
,,,,,,2022/1/11,0,,,,,,,
,,,,,,2021/12/23,9,,,,,,,
,,,,,,2021/12/23,0,,,,,,,
,,,,,,2021/12/23,1250,,,,,,,
,,,,,,2022/1/27,0,,,,,,,
,,,,,,2022/1/27,21,,,,,,,
,,,,,,2022/1/27,75,,,,,,,
,,,,,,2022/1/27,521,,,,,,,
,,,,,,2022/1/27,46,,,,,,,
,,,,,,2022/1/27,76,,,,,,,
,,,,,,2022/4/15,50,,,,,,,
,,,,,,2022/4/15,522,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2021/12/15,842,,,,,,,
,,,,,,2021/12/15,0,,,,,,,
,,,,,,2021/12/15,255,,,,,,,
,,,,,,2021/12/15,100,,,,,,,
,,,,,,2021/11/29,175,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,25,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,0,,,,,,,
,,,,,,2021/11/29,143,,,,,,,
,,,,,,2021/11/29,375,,,,,,,
,,,,,,2021/11/29,361,,,,,,,
,,,,,,2021/11/29,250,,,,,,,
,,,,,,2021/11/29,96,,,,,,,
,,,,,,2021/12/23,0,,,,,,,
,,,,,,2021/12/23,141,,,,,,,
,,,,,,2021/12/23,25,,,,,,,
,,,,,,2021/12/23,0,,,,,,,
,,,,,,2021/12/23,725,,,,,,,
,,,,,,2021/12/23,200,,,,,,,
,,,,,,2022/1/27,0,,,,,,,
,,,,,,2022/1/27,100,,,,,,,
,,,,,,2022/1/27,0,,,,,,,
,,,,,,2022/1/27,42,,,,,,,
,,,,,,2022/4/15,821,,,,,,,
,,,,,,2022/4/15,278,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2022/4/15,218,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2022/4/4,1159,,,,,,,
,,,,,,2022/4/3,0,,,,,,,
,,,,,,2022/4/4,300,,,,,,,
,,,,,,2022/4/4,0,,,,,,,
,,,,,,2022/4/3,100,,,,,,,
,,,,,,2022/4/3,775,,,,,,,
,,,,,,2022/4/3,1650,,,,,,,
,,,,,,2022/4/3,0,,,,,,,
,,,,,,2021/12/15,0,,,,,,,
,,,,,,2021/12/15,0,,,,,,,
,,,,,,2021/11/29,325,,,,,,,
,,,,,,2021/11/29,146,,,,,,,
,,,,,,2021/11/29,202,,,,,,,
,,,,,,2021/12/23,292,,,,,,,
,,,,,,2021/12/23,496,,,,,,,
,,,,,,2021/12/23,50,,,,,,,
,,,,,,2022/1/27,0,,,,,,,
,,,,,,2022/1/27,100,,,,,,,
,,,,,,2022/1/27,0,,,,,,,
,,,,,,2021/10/22,25,,,,,,,
,,,,,,2021/10/22,167,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2022/4/15,0,,,,,,,
,,,,,,2022/4/15,25,,,,,,,
,,,,,,2022/4/15,25,,,,,,,
,,,,,,2022/4/15,188,,,,,,,
,,,,,,2022/4/15,150,,,,,,,
,,,,,,2022/7/11,25,,,,,,,
,,,,,,2022/7/11,668,,,,,,,
,,,,,,2022/7/11,69,,,,,,,
,,,,,,2022/5/23,450,,,,,,,
,,,,,,2022/5/23,350,,,,,,,
,,,,,,2022/5/23,1008,,,,,,,
,,,,,,2022/5/23,0,,,,,,,
,,,,,,2022/5/23,485,,,,,,,
,,,,,,2022/5/23,0,,,,,,,
,,,,,,2022/5/23,0,,,,,,,
,,,,,,2022/5/23,374,,,,,,,
,,,,,,2022/5/23,1539,,,,,,,
,,,,,,2021/12/23,0,,,,,,,
,,,,,,2021/12/23,0,,,,,,,
,,,,,,2021/12/23,0,,,,,,,
,,,,,,2021/12/23,1616,,,,,,,
,,,,,,2021/12/23,150,,,,,,,
,,,,,,2021/10/22,322,,,,,,,
,,,,,,2021/10/22,0,,,,,,,
,,,,,,2022/7/11,1261,,,,,,,
,,,,,,2022/7/11,271,,,,,,,
,,,,,,2022/7/11,175,,,,,,,
,,,,,,2022/7/11,363,,,,,,,
,,,,,,2022/7/11,96,,,,,,,
,,,,,,2022/5/23,550,,,,,,,
,,,,,,2022/5/23,0,,,,,,,
,,,,,,2022/5/23,25,,,,,,,
,,,,,,2022/5/23,74,,,,,,,
,,,,,,2022/5/23,100,,,,,,,
,,,,,,2022/5/23,0,,,,,,,
,,,,,,2022/2/17,71,,,,,,,
,,,,,,2022/2/17,291,,,,,,,
,,,,,,2022/2/17,191,,,,,,,
,,,,,,2022/2/17,0,,,,,,,
,,,,,,2022/2/17,0,,,,,,,
,,,,,,2022/2/17,21,,,,,,,
,,,,,,2021/10/22,205,,,,,,,
,,,,,,2021/10/22,421,,,,,,,
,,,,,,2021/10/22,70,,,,,,,
,,,,,,2021/10/22,150,,,,,,,
,,,,,,2021/10/22,21,,,,,,,
,,,,,,2022/7/11,25,,,,,,,
,,,,,,2022/7/11,1953,,,,,,,
,,,,,,2022/7/11,550,,,,,,,
,,,,,,2022/7/11,1252,,,,,,,
,,,,,,2022/7/11,0,,,,,,,
