Date,WorkstationGroupName,ProdWIP,OMTWIP,,,date,ws_group,all_wpd
2022-02-10,16-PH_193NM_NXT1980,99,0,,,2022-07-24,16-PH_193NM_XT,2833
2022-03-28,16-PH_193NM_XT,0,0,,,2022-07-24,16-PH_193NM_XT,2847
2022-03-28,16-PH_193NM_XT,0,19,,,2022-07-24,16-PH_193NM_XT,2566
2022-03-28,16-PH_193NM_NXT1980,75,0,,,2022-07-24,16-PH_193NM_XT,4283
2022-03-28,16-PH_193NM_XT,0,0,,,2022-07-24,16-PH_193NM_XT,2919
2022-03-28,16-PH_193NM_NXT1980,70,133,,,2022-07-24,16-PH_193NM_XT,3157
2022-03-28,16-PH_193NM_NXT2000,974,0,,,2022-07-24,16-PH_193NM_XT,2853
2022-03-28,16-PH_193NM_NXT1980,0,99,,,2022-03-26,16-PH_193NM_NXT1980,5139
2022-03-28,16-PH_193NM_NXT1980,0,0,,,2022-03-26,16-PH_193NM_NXT1980,5095
2022-03-28,16-PH_193NM_NXT2000,0,0,,,2022-03-26,16-PH_193NM_NXT1980,4799
2022-03-28,16-PH_193NM_NXT1980,0,0,,,2022-03-26,16-PH_193NM_NXT1980,4199
2022-03-28,16-PH_193NM_NXT1980,0,0,,,2022-03-26,16-PH_193NM_NXT1980,5483
2022-03-28,16-PH_193NM_NXT1980,0,0,,,2022-03-26,16-PH_193NM_NXT1980,5724
2022-02-08,16-PH_193NM_NXT1980,200,0,,,2022-03-26,16-PH_193NM_NXT1980,6035
2022-02-08,16-PH_193NM_NXT1980,75,0,,,2022-03-26,16-PH_193NM_NXT1980,5409
2022-02-08,16-PH_193NM_XT,95,0,,,2022-03-26,16-PH_193NM_NXT1980,5309
2022-02-08,16-PH_193NM_XT,50,0,,,2022-03-26,16-PH_193NM_NXT2000,5534
2022-02-08,16-PH_193NM_XT,0,0,,,2022-03-26,16-PH_193NM_NXT2000,3857
2022-02-08,16-PH_193NM_NXT2000,699,0,,,2022-03-26,16-PH_193NM_NXT2000,5545
2021-11-01,16-PH_193NM_NXT1980,269,21,,,2022-03-26,16-PH_193NM_NXT2000,5211
2021-11-01,16-PH_193NM_XT,851,25,,,2022-03-26,16-PH_193NM_NXT2000,5694
2021-11-01,16-PH_193NM_XT,0,0,,,2022-03-26,16-PH_193NM_NXT2000,4928
2021-11-01,16-PH_193NM_XT,0,0,,,2022-03-26,16-PH_193NM_XT,2615
2021-11-01,16-PH_193NM_NXT2000,1016,0,,,2022-03-26,16-PH_193NM_XT,1499
2021-11-01,16-PH_193NM_NXT2000,638,0,,,2022-03-26,16-PH_193NM_XT,6
2021-11-01,16-PH_193NM_NXT2000,200,0,,,2022-03-26,16-PH_193NM_XT,3124
2021-11-01,16-PH_193NM_NXT1980,100,0,,,2022-03-26,16-PH_193NM_XT,3264
2021-11-01,16-PH_193NM_NXT1980,218,0,,,2022-03-26,16-PH_193NM_XT,4024
2021-11-01,16-PH_193NM_NXT2000,0,0,,,2022-03-26,16-PH_193NM_XT,2797
2021-11-01,16-PH_193NM_NXT2000,50,0,,,2022-03-26,16-PH_193NM_XT,2733
2021-11-01,16-PH_193NM_NXT1980,343,0,,,2022-03-26,16-PH_193NM_XT,0
2021-11-01,16-PH_193NM_NXT2000,21,0,,,2022-06-14,16-PH_193NM_NXT1980,5591
2021-11-01,16-PH_193NM_NXT1980,150,0,,,2022-06-14,16-PH_193NM_NXT1980,4981
2021-11-01,16-PH_193NM_NXT1980,275,0,,,2022-06-14,16-PH_193NM_NXT1980,4418
2021-11-01,16-PH_193NM_NXT1980,920,0,,,2022-06-14,16-PH_193NM_NXT1980,4901
2021-11-01,16-PH_193NM_NXT1980,219,0,,,2022-06-14,16-PH_193NM_NXT1980,884
2021-11-01,16-PH_193NM_NXT2000,144,0,,,2022-06-14,16-PH_193NM_NXT1980,5615
2021-11-01,16-PH_193NM_XT,33,25,,,2022-06-14,16-PH_193NM_NXT1980,5743
2021-11-01,16-PH_193NM_XT,498,0,,,2022-06-14,16-PH_193NM_NXT1980,5691
2021-11-01,16-PH_193NM_NXT1980,188,0,,,2022-06-14,16-PH_193NM_NXT1980,4484
2021-11-01,16-PH_193NM_NXT1980,0,0,,,2022-06-14,16-PH_193NM_NXT2000,5199
2022-04-21,16-PH_193NM_NXT1980,25,0,,,2022-06-14,16-PH_193NM_NXT2000,5806
2022-04-21,16-PH_193NM_NXT1980,544,0,,,2022-06-14,16-PH_193NM_NXT2000,5676
2022-04-21,16-PH_193NM_NXT2000,243,0,,,2022-06-14,16-PH_193NM_NXT2000,5390
2022-04-21,16-PH_193NM_NXT2000,367,0,,,2022-06-14,16-PH_193NM_NXT2000,5607
2022-04-21,16-PH_193NM_NXT1980,0,0,,,2022-06-14,16-PH_193NM_NXT2000,5793
2022-04-21,16-PH_193NM_NXT2000,0,0,,,2022-06-14,16-PH_193NM_XT,3214
2022-04-21,16-PH_193NM_NXT2000,254,0,,,2022-06-14,16-PH_193NM_XT,3178
2022-04-21,16-PH_193NM_NXT2000,0,0,,,2022-06-14,16-PH_193NM_XT,2769
2022-04-21,16-PH_193NM_NXT2000,1663,0,,,2022-06-14,16-PH_193NM_XT,2948
2022-04-21,16-PH_193NM_NXT2000,176,0,,,2022-06-14,16-PH_193NM_XT,2128
2022-04-21,16-PH_193NM_NXT1980,25,0,,,2022-06-14,16-PH_193NM_XT,3173
2022-04-21,16-PH_193NM_NXT2000,96,0,,,2022-06-14,16-PH_193NM_XT,2329
2022-04-21,16-PH_193NM_XT,0,0,,,2022-06-14,16-PH_193NM_XT,3687
2022-04-21,16-PH_193NM_NXT1980,221,0,,,2022-06-14,16-PH_193NM_XT,2011
2022-04-21,16-PH_193NM_XT,730,0,,,2022-07-05,16-PH_193NM_NXT1980,4764
2022-04-21,16-PH_193NM_NXT1980,75,0,,,2022-07-05,16-PH_193NM_NXT1980,4990
2022-04-21,16-PH_193NM_NXT2000,75,0,,,2022-07-05,16-PH_193NM_NXT1980,5158
2022-07-21,16-PH_193NM_XT,615,949,,,2022-07-05,16-PH_193NM_NXT1980,5638
2022-07-21,16-PH_193NM_XT,898,3075,,,2022-07-05,16-PH_193NM_NXT1980,6056
2022-07-21,16-PH_193NM_NXT2000,642,0,,,2022-07-05,16-PH_193NM_NXT1980,5684
2022-07-21,16-PH_193NM_XT,215,0,,,2022-07-05,16-PH_193NM_NXT1980,4990
2022-07-21,16-PH_193NM_XT,101,0,,,2022-07-05,16-PH_193NM_NXT1980,4962
2022-07-21,16-PH_193NM_NXT1980,162,0,,,2022-07-05,16-PH_193NM_NXT1980,4223
2022-07-21,16-PH_193NM_NXT1980,75,0,,,2022-07-05,16-PH_193NM_NXT2000,4189
2022-07-21,16-PH_193NM_XT,524,0,,,2022-07-05,16-PH_193NM_NXT2000,5375
2022-07-21,16-PH_193NM_XT,1487,2357,,,2022-07-05,16-PH_193NM_NXT2000,5523
2022-07-21,16-PH_193NM_NXT1980,771,0,,,2022-07-05,16-PH_193NM_NXT2000,392
2022-07-21,16-PH_193NM_NXT1980,179,0,,,2022-07-05,16-PH_193NM_NXT2000,5079
2022-07-21,16-PH_193NM_XT,3,0,,,2022-07-05,16-PH_193NM_NXT2000,5614
2022-07-21,16-PH_193NM_NXT2000,0,0,,,2022-07-05,16-PH_193NM_XT,2421
2022-07-21,16-PH_193NM_NXT2000,0,0,,,2022-07-05,16-PH_193NM_XT,3117
2022-07-21,16-PH_193NM_NXT1980,200,0,,,2022-07-05,16-PH_193NM_XT,2827
2022-07-21,16-PH_193NM_XT,0,0,,,2022-07-05,16-PH_193NM_XT,2711
2022-07-21,16-PH_193NM_XT,0,0,,,2022-07-05,16-PH_193NM_XT,2700
2022-07-21,16-PH_193NM_XT,0,0,,,2022-07-05,16-PH_193NM_XT,4091
2022-07-21,16-PH_193NM_NXT2000,113,0,,,2022-07-05,16-PH_193NM_XT,3149
2022-07-21,16-PH_193NM_NXT2000,96,0,,,2022-07-05,16-PH_193NM_XT,3552
2022-07-21,16-PH_193NM_XT,74,151,,,2022-07-05,16-PH_193NM_XT,2996
2022-02-10,16-PH_193NM_XT,1038,0,,,2022-08-15,16-PH_193NM_NXT1980,5228
2022-02-10,16-PH_193NM_XT,143,1054,,,2022-08-15,16-PH_193NM_NXT1980,3446
2022-02-10,16-PH_193NM_NXT1980,0,0,,,2022-08-15,16-PH_193NM_NXT1980,4667
2022-02-10,16-PH_193NM_NXT1980,831,0,,,2022-08-15,16-PH_193NM_NXT1980,5543
2022-02-10,16-PH_193NM_XT,559,0,,,2022-08-15,16-PH_193NM_NXT1980,5603
2022-02-10,16-PH_193NM_NXT1980,135,263,,,2022-08-15,16-PH_193NM_NXT1980,5745
2022-02-10,16-PH_193NM_NXT2000,0,0,,,2022-08-15,16-PH_193NM_NXT1980,6011
2022-02-10,16-PH_193NM_NXT1980,0,0,,,2022-08-15,16-PH_193NM_NXT1980,5603
2022-02-10,16-PH_193NM_NXT2000,25,0,,,2022-08-15,16-PH_193NM_NXT1980,4673
2022-02-10,16-PH_193NM_XT,0,0,,,2022-08-15,16-PH_193NM_NXT2000,5692
2022-02-10,16-PH_193NM_NXT1980,175,0,,,2022-08-15,16-PH_193NM_NXT2000,224
2022-02-10,16-PH_193NM_NXT1980,0,0,,,2022-08-15,16-PH_193NM_NXT2000,5362
2022-02-10,16-PH_193NM_NXT1980,0,0,,,2022-08-15,16-PH_193NM_NXT2000,5578
2022-02-10,16-PH_193NM_NXT1980,71,0,,,2022-08-15,16-PH_193NM_NXT2000,5791
2022-02-08,16-PH_193NM_XT,509,225,,,2022-08-15,16-PH_193NM_NXT2000,5354
2022-02-08,16-PH_193NM_NXT2000,767,0,,,2022-08-15,16-PH_193NM_XT,1481
2022-02-08,16-PH_193NM_NXT1980,100,0,,,2022-08-15,16-PH_193NM_XT,3210
2022-02-08,16-PH_193NM_NXT2000,0,0,,,2022-08-15,16-PH_193NM_XT,2954
2022-02-08,16-PH_193NM_NXT1980,96,0,,,2022-08-15,16-PH_193NM_XT,2615
2022-02-08,16-PH_193NM_NXT1980,100,0,,,2022-08-15,16-PH_193NM_XT,2805
2022-02-08,16-PH_193NM_NXT2000,25,0,,,2022-08-15,16-PH_193NM_XT,4301
2022-02-08,16-PH_193NM_NXT2000,96,0,,,2022-08-15,16-PH_193NM_XT,3085
2022-02-08,16-PH_193NM_NXT2000,0,0,,,2022-08-15,16-PH_193NM_XT,2944
2022-02-08,16-PH_193NM_NXT1980,25,0,,,2022-08-15,16-PH_193NM_XT,3120
2022-02-08,16-PH_193NM_NXT2000,295,0,,,2022-02-13,16-PH_193NM_NXT1980,5657
2022-02-08,16-PH_193NM_XT,25,0,,,2022-02-13,16-PH_193NM_NXT1980,4535
2022-02-08,16-PH_193NM_NXT2000,1881,0,,,2022-02-13,16-PH_193NM_NXT1980,5118
2022-02-08,16-PH_193NM_XT,255,68,,,2022-02-13,16-PH_193NM_NXT1980,5196
2022-02-08,16-PH_193NM_XT,773,997,,,2022-02-13,16-PH_193NM_NXT1980,5536
2022-02-08,16-PH_193NM_NXT1980,125,0,,,2022-02-13,16-PH_193NM_NXT1980,5682
2021-11-01,16-PH_193NM_NXT1980,72,0,,,2022-02-13,16-PH_193NM_NXT1980,6001
2021-11-01,16-PH_193NM_NXT1980,205,0,,,2022-02-13,16-PH_193NM_NXT1980,5197
2021-11-01,16-PH_193NM_NXT2000,99,0,,,2022-02-13,16-PH_193NM_NXT1980,4997
2021-11-01,16-PH_193NM_XT,1257,1768,,,2022-02-13,16-PH_193NM_NXT2000,6054
2021-11-01,16-PH_193NM_XT,714,1102,,,2022-02-13,16-PH_193NM_NXT2000,4907
2021-11-01,16-PH_193NM_NXT2000,125,0,,,2022-02-13,16-PH_193NM_NXT2000,5767
2021-11-01,16-PH_193NM_NXT2000,75,0,,,2022-02-13,16-PH_193NM_NXT2000,5333
2021-11-01,16-PH_193NM_NXT2000,175,0,,,2022-02-13,16-PH_193NM_NXT2000,4301
2021-11-01,16-PH_193NM_XT,146,0,,,2022-02-13,16-PH_193NM_NXT2000,5124
2021-11-01,16-PH_193NM_XT,275,0,,,2022-02-13,16-PH_193NM_XT,2876
2021-11-01,16-PH_193NM_XT,0,0,,,2022-02-13,16-PH_193NM_XT,3178
2021-11-01,16-PH_193NM_NXT1980,515,0,,,2022-02-13,16-PH_193NM_XT,3115
2021-11-01,16-PH_193NM_NXT1980,0,0,,,2022-02-13,16-PH_193NM_XT,2820
2021-11-01,16-PH_193NM_NXT2000,117,0,,,2022-02-13,16-PH_193NM_XT,1465
2021-11-01,16-PH_193NM_NXT1980,200,0,,,2022-02-13,16-PH_193NM_XT,3948
2021-11-01,16-PH_193NM_NXT1980,301,0,,,2022-02-13,16-PH_193NM_XT,2968
2021-11-01,16-PH_193NM_NXT2000,25,0,,,2022-02-13,16-PH_193NM_XT,0
2021-11-01,16-PH_193NM_NXT2000,725,0,,,2022-03-24,16-PH_193NM_NXT1980,5584
2021-11-01,16-PH_193NM_XT,294,120,,,2022-03-24,16-PH_193NM_NXT1980,5087
2021-11-01,16-PH_193NM_XT,99,0,,,2022-03-24,16-PH_193NM_NXT1980,5025
2021-11-01,16-PH_193NM_XT,671,0,,,2022-03-24,16-PH_193NM_NXT1980,2737
2021-11-01,16-PH_193NM_XT,325,0,,,2022-03-24,16-PH_193NM_NXT1980,5651
2021-11-01,16-PH_193NM_NXT2000,228,0,,,2022-03-24,16-PH_193NM_NXT1980,4535
2022-04-21,16-PH_193NM_NXT1980,0,0,,,2022-03-24,16-PH_193NM_NXT1980,6127
2022-04-21,16-PH_193NM_NXT2000,693,0,,,2022-03-24,16-PH_193NM_NXT1980,5184
2022-04-21,16-PH_193NM_NXT1980,100,0,,,2022-03-24,16-PH_193NM_NXT1980,5337
2022-04-21,16-PH_193NM_XT,124,0,,,2022-03-24,16-PH_193NM_NXT2000,3865
2022-04-21,16-PH_193NM_NXT1980,0,0,,,2022-03-24,16-PH_193NM_NXT2000,5172
2022-04-21,16-PH_193NM_NXT1980,0,0,,,2022-03-24,16-PH_193NM_NXT2000,5460
2022-04-21,16-PH_193NM_XT,26,0,,,2022-03-24,16-PH_193NM_NXT2000,4098
2022-04-21,16-PH_193NM_NXT1980,75,0,,,2022-03-24,16-PH_193NM_NXT2000,5600
2022-04-21,16-PH_193NM_NXT2000,0,0,,,2022-03-24,16-PH_193NM_NXT2000,4530
2022-04-21,16-PH_193NM_NXT1980,450,0,,,2022-03-24,16-PH_193NM_XT,2493
2022-04-21,16-PH_193NM_NXT1980,252,0,,,2022-03-24,16-PH_193NM_XT,3027
2022-02-03,16-PH_193NM_NXT1980,75,0,,,2022-03-24,16-PH_193NM_XT,50
2022-02-03,16-PH_193NM_XT,75,0,,,2022-03-24,16-PH_193NM_XT,3218
2022-02-03,16-PH_193NM_NXT1980,0,0,,,2022-03-24,16-PH_193NM_XT,587
2022-02-03,16-PH_193NM_NXT1980,42,0,,,2022-03-24,16-PH_193NM_XT,4102
2022-02-03,16-PH_193NM_NXT1980,75,0,,,2022-03-24,16-PH_193NM_XT,2013
2022-02-03,16-PH_193NM_NXT1980,46,0,,,2022-03-24,16-PH_193NM_XT,2478
2022-02-03,16-PH_193NM_NXT1980,420,0,,,2022-03-24,16-PH_193NM_XT,0
2022-02-03,16-PH_193NM_XT,25,0,,,2021-11-22,16-PH_193NM_NXT1980,5519
2022-02-03,16-PH_193NM_NXT1980,761,0,,,2021-11-22,16-PH_193NM_NXT1980,5324
2022-02-03,16-PH_193NM_NXT2000,224,0,,,2021-11-22,16-PH_193NM_NXT1980,3986
2022-07-21,16-PH_193NM_NXT2000,0,0,,,2021-11-22,16-PH_193NM_NXT1980,1279
2022-07-21,16-PH_193NM_XT,0,0,,,2021-11-22,16-PH_193NM_NXT1980,5602
2022-07-21,16-PH_193NM_XT,21,374,,,2021-11-22,16-PH_193NM_NXT1980,5527
2022-07-21,16-PH_193NM_XT,123,169,,,2021-11-22,16-PH_193NM_NXT1980,5758
2022-07-21,16-PH_193NM_NXT2000,696,0,,,2021-11-22,16-PH_193NM_NXT1980,0
2022-07-21,16-PH_193NM_NXT2000,350,0,,,2021-11-22,16-PH_193NM_NXT1980,2272
2022-07-21,16-PH_193NM_NXT1980,505,0,,,2021-11-22,16-PH_193NM_NXT2000,5912
2022-07-21,16-PH_193NM_NXT1980,1014,0,,,2021-11-22,16-PH_193NM_NXT2000,5011
2022-07-21,16-PH_193NM_NXT1980,345,0,,,2021-11-22,16-PH_193NM_NXT2000,5506
2022-07-21,16-PH_193NM_NXT1980,567,239,,,2021-11-22,16-PH_193NM_NXT2000,5610
2022-07-21,16-PH_193NM_NXT1980,73,92,,,2021-11-22,16-PH_193NM_NXT2000,6030
2022-07-21,16-PH_193NM_NXT1980,1124,0,,,2021-11-22,16-PH_193NM_XT,2748
2022-07-21,16-PH_193NM_NXT1980,25,0,,,2021-11-22,16-PH_193NM_XT,3104
2022-07-21,16-PH_193NM_NXT1980,34,0,,,2021-11-22,16-PH_193NM_XT,2760
2022-07-21,16-PH_193NM_NXT2000,50,0,,,2021-11-22,16-PH_193NM_XT,3079
2022-07-21,16-PH_193NM_NXT2000,21,0,,,2021-11-22,16-PH_193NM_XT,2963
2022-07-21,16-PH_193NM_NXT1980,75,0,,,2021-11-22,16-PH_193NM_XT,4270
2022-07-21,16-PH_193NM_NXT1980,95,0,,,2021-11-22,16-PH_193NM_XT,2519
2022-07-21,16-PH_193NM_NXT1980,76,0,,,2021-12-25,16-PH_193NM_NXT1980,4247
2022-02-10,16-PH_193NM_NXT1980,100,0,,,2021-12-25,16-PH_193NM_NXT1980,5033
2022-02-10,16-PH_193NM_NXT2000,0,0,,,2021-12-25,16-PH_193NM_NXT1980,4666
2022-02-10,16-PH_193NM_NXT2000,25,0,,,2021-12-25,16-PH_193NM_NXT1980,5059
2022-02-10,16-PH_193NM_NXT2000,0,0,,,2021-12-25,16-PH_193NM_NXT1980,3526
2022-02-10,16-PH_193NM_XT,195,0,,,2021-12-25,16-PH_193NM_NXT1980,5873
2022-02-10,16-PH_193NM_XT,279,0,,,2021-12-25,16-PH_193NM_NXT1980,5837
2022-02-10,16-PH_193NM_NXT1980,150,0,,,2021-12-25,16-PH_193NM_NXT1980,0
2022-02-10,16-PH_193NM_NXT1980,172,0,,,2021-12-25,16-PH_193NM_NXT1980,4943
2022-02-10,16-PH_193NM_XT,120,25,,,2021-12-25,16-PH_193NM_NXT2000,5393
2022-02-10,16-PH_193NM_NXT2000,0,0,,,2021-12-25,16-PH_193NM_NXT2000,5195
2022-02-10,16-PH_193NM_XT,94,155,,,2021-12-25,16-PH_193NM_NXT2000,5767
2022-02-10,16-PH_193NM_NXT1980,249,0,,,2021-12-25,16-PH_193NM_NXT2000,5383
2022-02-10,16-PH_193NM_XT,100,0,,,2021-12-25,16-PH_193NM_NXT2000,6177
2022-02-10,16-PH_193NM_NXT1980,225,0,,,2021-12-25,16-PH_193NM_NXT2000,0
2022-02-10,16-PH_193NM_NXT2000,0,0,,,2021-12-25,16-PH_193NM_XT,3177
2022-02-10,16-PH_193NM_NXT1980,223,0,,,2021-12-25,16-PH_193NM_XT,344
2022-02-10,16-PH_193NM_NXT2000,25,0,,,2021-12-25,16-PH_193NM_XT,3216
2022-02-08,16-PH_193NM_XT,0,0,,,2021-12-25,16-PH_193NM_XT,2986
2022-02-08,16-PH_193NM_NXT1980,320,0,,,2021-12-25,16-PH_193NM_XT,2543
2022-02-08,16-PH_193NM_NXT1980,0,0,,,2021-12-25,16-PH_193NM_XT,669
2022-02-08,16-PH_193NM_NXT1980,0,0,,,2021-12-25,16-PH_193NM_XT,2893
2022-02-08,16-PH_193NM_NXT2000,530,0,,,2022-02-20,16-PH_193NM_NXT1980,5453
2022-02-08,16-PH_193NM_NXT1980,25,21,,,2022-02-20,16-PH_193NM_NXT1980,5098
2022-02-08,16-PH_193NM_XT,0,0,,,2022-02-20,16-PH_193NM_NXT1980,3842
2022-02-08,16-PH_193NM_XT,124,48,,,2022-02-20,16-PH_193NM_NXT1980,4004
2022-02-08,16-PH_193NM_XT,361,0,,,2022-02-20,16-PH_193NM_NXT1980,5636
2022-02-08,16-PH_193NM_XT,0,0,,,2022-02-20,16-PH_193NM_NXT1980,3672
2022-02-08,16-PH_193NM_NXT1980,0,0,,,2022-02-20,16-PH_193NM_NXT1980,5847
2022-02-08,16-PH_193NM_XT,0,0,,,2022-02-20,16-PH_193NM_NXT1980,3821
2022-02-08,16-PH_193NM_NXT1980,150,0,,,2022-02-20,16-PH_193NM_NXT1980,4600
2022-02-08,16-PH_193NM_NXT2000,500,0,,,2022-02-20,16-PH_193NM_NXT2000,4133
2022-02-08,16-PH_193NM_NXT2000,143,0,,,2022-02-20,16-PH_193NM_NXT2000,1670
2022-02-08,16-PH_193NM_NXT2000,188,0,,,2022-02-20,16-PH_193NM_NXT2000,4412
2021-11-01,16-PH_193NM_NXT1980,125,0,,,2022-02-20,16-PH_193NM_NXT2000,5519
2021-11-01,16-PH_193NM_NXT2000,0,0,,,2022-02-20,16-PH_193NM_NXT2000,4978
2021-11-01,16-PH_193NM_NXT1980,400,0,,,2022-02-20,16-PH_193NM_NXT2000,5446
2021-11-01,16-PH_193NM_NXT2000,200,0,,,2022-02-20,16-PH_193NM_XT,147
2021-11-01,16-PH_193NM_NXT2000,0,0,,,2022-02-20,16-PH_193NM_XT,3127
2021-11-01,16-PH_193NM_NXT1980,191,0,,,2022-02-20,16-PH_193NM_XT,3057
2021-11-01,16-PH_193NM_NXT1980,249,515,,,2022-02-20,16-PH_193NM_XT,2737
2021-11-01,16-PH_193NM_NXT2000,0,0,,,2022-02-20,16-PH_193NM_XT,3228
2021-11-01,16-PH_193NM_NXT2000,0,0,,,2022-02-20,16-PH_193NM_XT,3328
2021-11-01,16-PH_193NM_XT,75,0,,,2022-02-20,16-PH_193NM_XT,3158
2021-11-01,16-PH_193NM_XT,200,0,,,2022-02-20,16-PH_193NM_XT,0
2021-11-01,16-PH_193NM_XT,145,0,,,2022-04-27,16-PH_193NM_NXT1980,5205
2021-11-01,16-PH_193NM_NXT1980,0,0,,,2022-04-27,16-PH_193NM_NXT1980,29
2021-11-01,16-PH_193NM_NXT1980,450,0,,,2022-04-27,16-PH_193NM_NXT1980,5149
2021-11-01,16-PH_193NM_NXT1980,648,0,,,2022-04-27,16-PH_193NM_NXT1980,4941
2022-02-03,16-PH_193NM_XT,0,0,,,2022-04-27,16-PH_193NM_NXT1980,5382
2022-02-03,16-PH_193NM_NXT1980,96,0,,,2022-04-27,16-PH_193NM_NXT1980,5410
2022-02-03,16-PH_193NM_NXT1980,0,0,,,2022-04-27,16-PH_193NM_NXT1980,5403
2022-02-03,16-PH_193NM_NXT1980,0,0,,,2022-04-27,16-PH_193NM_NXT1980,5621
2022-02-03,16-PH_193NM_NXT1980,167,48,,,2022-04-27,16-PH_193NM_NXT1980,4762
2022-02-03,16-PH_193NM_NXT2000,192,0,,,2022-04-27,16-PH_193NM_NXT2000,5367
2022-02-03,16-PH_193NM_NXT1980,0,0,,,2022-04-27,16-PH_193NM_NXT2000,6098
2022-02-03,16-PH_193NM_XT,138,0,,,2022-04-27,16-PH_193NM_NXT2000,5556
2022-02-03,16-PH_193NM_XT,73,0,,,2022-04-27,16-PH_193NM_NXT2000,5434
2022-02-03,16-PH_193NM_NXT1980,220,0,,,2022-04-27,16-PH_193NM_NXT2000,5930
2022-02-03,16-PH_193NM_NXT2000,246,0,,,2022-04-27,16-PH_193NM_NXT2000,4700
2022-02-03,16-PH_193NM_NXT1980,75,0,,,2022-04-27,16-PH_193NM_XT,2443
2022-02-03,16-PH_193NM_NXT2000,0,0,,,2022-04-27,16-PH_193NM_XT,3049
2022-02-03,16-PH_193NM_XT,75,0,,,2022-04-27,16-PH_193NM_XT,3076
2022-02-03,16-PH_193NM_XT,125,0,,,2022-04-27,16-PH_193NM_XT,3046
2022-02-03,16-PH_193NM_NXT1980,25,0,,,2022-04-27,16-PH_193NM_XT,2455
2022-02-03,16-PH_193NM_NXT1980,75,0,,,2022-04-27,16-PH_193NM_XT,75
2022-02-03,16-PH_193NM_NXT1980,291,0,,,2022-04-27,16-PH_193NM_XT,3233
2022-02-03,16-PH_193NM_NXT1980,0,0,,,2022-04-27,16-PH_193NM_XT,3553
2022-02-26,16-PH_193NM_NXT2000,0,0,,,2022-04-27,16-PH_193NM_XT,2402
2022-02-26,16-PH_193NM_NXT2000,0,0,,,2022-02-05,16-PH_193NM_NXT1980,5322
2022-02-26,16-PH_193NM_NXT1980,359,0,,,2022-02-05,16-PH_193NM_NXT1980,5029
2022-02-26,16-PH_193NM_NXT1980,100,0,,,2022-02-05,16-PH_193NM_NXT1980,4699
2022-02-26,16-PH_193NM_NXT1980,25,0,,,2022-02-05,16-PH_193NM_NXT1980,4973
2022-02-26,16-PH_193NM_XT,171,0,,,2022-02-05,16-PH_193NM_NXT1980,4556
2022-02-26,16-PH_193NM_NXT2000,100,0,,,2022-02-05,16-PH_193NM_NXT1980,5822
2022-02-26,16-PH_193NM_NXT2000,1610,0,,,2022-02-05,16-PH_193NM_NXT1980,6037
2022-02-26,16-PH_193NM_NXT2000,169,0,,,2022-02-05,16-PH_193NM_NXT1980,5065
2022-02-26,16-PH_193NM_NXT1980,973,1594,,,2022-02-05,16-PH_193NM_NXT1980,2496
2022-02-26,16-PH_193NM_XT,881,190,,,2022-02-05,16-PH_193NM_NXT2000,5726
2022-02-10,16-PH_193NM_XT,196,0,,,2022-02-05,16-PH_193NM_NXT2000,5252
2022-02-10,16-PH_193NM_XT,0,0,,,2022-02-05,16-PH_193NM_NXT2000,5458
2022-02-10,16-PH_193NM_NXT2000,21,0,,,2022-02-05,16-PH_193NM_NXT2000,5801
2022-02-10,16-PH_193NM_NXT2000,2,0,,,2022-02-05,16-PH_193NM_NXT2000,719
2022-02-10,16-PH_193NM_NXT2000,25,0,,,2022-02-05,16-PH_193NM_NXT2000,2294
2022-02-10,16-PH_193NM_NXT2000,146,0,,,2022-02-05,16-PH_193NM_XT,3040
2022-02-10,16-PH_193NM_NXT1980,651,0,,,2022-02-05,16-PH_193NM_XT,3147
2022-02-10,16-PH_193NM_NXT2000,0,0,,,2022-02-05,16-PH_193NM_XT,3186
2022-02-08,16-PH_193NM_NXT1980,0,0,,,2022-02-05,16-PH_193NM_XT,2717
2022-02-08,16-PH_193NM_NXT1980,0,0,,,2022-02-05,16-PH_193NM_XT,2739
2022-02-08,16-PH_193NM_NXT2000,0,0,,,2022-02-05,16-PH_193NM_XT,4378
2022-02-08,16-PH_193NM_NXT2000,0,0,,,2022-02-05,16-PH_193NM_XT,2991
2022-02-08,16-PH_193NM_NXT1980,223,0,,,2022-02-05,16-PH_193NM_XT,0
2022-02-08,16-PH_193NM_NXT2000,0,0,,,2022-02-08,16-PH_193NM_NXT1980,4906
2022-02-08,16-PH_193NM_NXT2000,0,0,,,2022-02-08,16-PH_193NM_NXT1980,5038
2022-02-08,16-PH_193NM_XT,237,0,,,2022-02-08,16-PH_193NM_NXT1980,5060
2022-02-08,16-PH_193NM_NXT1980,25,0,,,2022-02-08,16-PH_193NM_NXT1980,5231
2022-02-08,16-PH_193NM_NXT1980,0,0,,,2022-02-08,16-PH_193NM_NXT1980,5619
2021-10-09,16-PH_193NM_NXT2000,617,0,,,2022-02-08,16-PH_193NM_NXT1980,4631
2021-10-09,16-PH_193NM_NXT2000,500,0,,,2022-02-08,16-PH_193NM_NXT1980,5556
2021-10-09,16-PH_193NM_NXT1980,100,0,,,2022-02-08,16-PH_193NM_NXT1980,0
2021-10-09,16-PH_193NM_NXT1980,367,0,,,2022-02-08,16-PH_193NM_NXT1980,1715
2021-11-01,16-PH_193NM_NXT2000,0,0,,,2022-02-08,16-PH_193NM_NXT2000,5894
