Date,WIP,,,WIP,,date,all_wpd,,,MOVE,,DATE,WIP,MOVE
2022/1/7,0,,,,,2022/3/20,3097,,,,,,,
2022/1/7,121,,,,,2022/3/20,3293,,,,,,,
2022/1/7,50,,,,,2022/3/20,0,,,,,,,
2022/1/7,325,,,,,2022/2/7,2304,,,,,,,
2022/3/28,126,,,,,2022/2/7,2992,,,,,,,
2022/3/28,134,,,,,2022/2/7,4351,,,,,,,
2022/3/28,677,,,,,2022/2/7,0,,,,,,,
2021/8/23,50,,,,,2022/7/17,3234,,,,,,,
2022/2/10,200,,,,,2022/7/17,3215,,,,,,,
2022/2/10,208,,,,,2022/7/17,2901,,,,,,,
2022/2/10,300,,,,,2022/7/17,3036,,,,,,,
2022/2/10,0,,,,,2022/7/17,3239,,,,,,,
2022/2/10,0,,,,,2022/5/14,3135,,,,,,,
2021/12/31,157,,,,,2022/5/14,2942,,,,,,,
2021/12/31,117,,,,,2022/2/17,2964,,,,,,,
2021/12/31,74,,,,,2022/2/17,3206,,,,,,,
2022/6/27,221,,,,,2022/2/17,2977,,,,,,,
2022/6/27,102,,,,,2022/2/17,719,,,,,,,
2022/6/27,167,,,,,2022/2/17,4258,,,,,,,
2022/6/27,146,,,,,2022/2/17,2400,,,,,,,
2022/6/27,0,,,,,2022/2/17,0,,,,,,,
2022/6/27,284,,,,,2022/6/4,3184,,,,,,,
2022/6/27,455,,,,,2022/6/4,2528,,,,,,,
2022/6/27,3,,,,,2022/6/4,2900,,,,,,,
2022/8/16,0,,,,,2022/7/6,1580,,,,,,,
2022/8/16,0,,,,,2022/7/6,2828,,,,,,,
2022/1/7,100,,,,,2022/7/6,2609,,,,,,,
2022/1/7,75,,,,,2022/7/6,2816,,,,,,,
2022/1/7,0,,,,,2022/7/6,3062,,,,,,,
2022/1/7,46,,,,,2022/3/7,2963,,,,,,,
2022/1/7,246,,,,,2022/3/7,2590,,,,,,,
2022/1/7,0,,,,,2022/3/7,86,,,,,,,
2022/1/7,216,,,,,2022/2/26,3070,,,,,,,
2022/1/7,0,,,,,2022/2/26,0,,,,,,,
2022/1/7,0,,,,,2022/2/26,3262,,,,,,,
2022/1/7,368,,,,,2022/7/23,3251,,,,,,,
2022/3/28,0,,,,,2022/7/23,3208,,,,,,,
2022/3/28,0,,,,,2022/7/23,2947,,,,,,,
2022/3/28,283,,,,,2022/4/20,2542,,,,,,,
2022/3/28,0,,,,,2022/4/20,3014,,,,,,,
2022/3/28,2055,,,,,2022/4/20,2595,,,,,,,
2022/2/10,386,,,,,2022/4/20,2513,,,,,,,
2022/4/21,84,,,,,2022/6/26,2825,,,,,,,
2022/4/21,152,,,,,2022/6/26,2857,,,,,,,
2022/4/21,1931,,,,,2022/6/26,2962,,,,,,,
2022/4/21,0,,,,,2022/7/14,3199,,,,,,,
2022/4/21,150,,,,,2022/7/14,2934,,,,,,,
2022/4/21,50,,,,,2022/7/14,2803,,,,,,,
2021/12/31,0,,,,,2022/7/14,2593,,,,,,,
2021/12/31,25,,,,,2022/5/6,2213,,,,,,,
2021/12/31,0,,,,,2022/5/6,2975,,,,,,,
2021/12/31,0,,,,,2022/5/6,2794,,,,,,,
2022/6/27,500,,,,,2022/5/6,0,,,,,,,
2022/6/27,238,,,,,2022/4/7,1226,,,,,,,
2022/6/27,0,,,,,2022/4/7,2748,,,,,,,
2022/6/27,0,,,,,2022/4/7,1534,,,,,,,
2022/8/16,0,,,,,2022/4/7,3029,,,,,,,
2022/8/16,138,,,,,2022/7/11,1465,,,,,,,
2022/1/7,121,,,,,2022/7/11,2198,,,,,,,
2022/1/7,0,,,,,2022/7/11,2749,,,,,,,
2022/1/7,25,,,,,2022/7/11,2677,,,,,,,
2022/1/7,0,,,,,2022/7/11,4341,,,,,,,
2022/3/28,13,,,,,2022/7/11,2530,,,,,,,
2022/3/28,42,,,,,2022/5/24,2881,,,,,,,
2022/3/28,249,,,,,2022/5/24,2718,,,,,,,
2022/3/28,0,,,,,2022/7/3,1627,,,,,,,
2022/3/28,50,,,,,2022/7/3,3046,,,,,,,
2022/3/28,0,,,,,2022/7/3,3103,,,,,,,
2022/3/28,25,,,,,2022/7/3,2774,,,,,,,
2022/4/21,0,,,,,2022/8/1,2756,,,,,,,
2022/4/21,438,,,,,2022/8/1,2662,,,,,,,
2022/4/21,25,,,,,2022/8/1,2831,,,,,,,
2022/4/21,25,,,,,2022/8/1,4157,,,,,,,
2022/4/21,50,,,,,2022/8/1,3542,,,,,,,
2021/12/31,525,,,,,2022/8/1,2173,,,,,,,
2021/12/31,0,,,,,,,,,,,,,
2021/12/31,403,,,,,,,,,,,,,
2021/12/31,150,,,,,,,,,,,,,
2022/7/21,50,,,,,,,,,,,,,
2022/7/21,153,,,,,,,,,,,,,
2022/2/10,700,,,,,,,,,,,,,
2022/3/28,0,,,,,,,,,,,,,
2022/3/28,19,,,,,,,,,,,,,
2022/3/28,0,,,,,,,,,,,,,
2022/2/8,95,,,,,,,,,,,,,
2022/2/8,50,,,,,,,,,,,,,
2022/2/8,0,,,,,,,,,,,,,
2021/11/1,876,,,,,,,,,,,,,
2021/11/1,0,,,,,,,,,,,,,
2021/11/1,0,,,,,,,,,,,,,
2021/11/1,58,,,,,,,,,,,,,
2021/11/1,498,,,,,,,,,,,,,
2022/4/21,0,,,,,,,,,,,,,
2022/4/21,730,,,,,,,,,,,,,
2022/7/21,1564,,,,,,,,,,,,,
2022/7/21,3973,,,,,,,,,,,,,
2022/7/21,215,,,,,,,,,,,,,
2022/7/21,101,,,,,,,,,,,,,
2022/7/21,524,,,,,,,,,,,,,
2022/7/21,3844,,,,,,,,,,,,,
2022/7/21,3,,,,,,,,,,,,,
2022/7/21,0,,,,,,,,,,,,,
2022/7/21,0,,,,,,,,,,,,,
2022/7/21,0,,,,,,,,,,,,,
2022/7/21,225,,,,,,,,,,,,,
2022/2/10,1038,,,,,,,,,,,,,
2022/2/10,1197,,,,,,,,,,,,,
2022/2/10,559,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/2/8,734,,,,,,,,,,,,,
2022/2/8,25,,,,,,,,,,,,,
2022/2/8,323,,,,,,,,,,,,,
2022/2/8,1770,,,,,,,,,,,,,
2021/11/1,3025,,,,,,,,,,,,,
2021/11/1,1816,,,,,,,,,,,,,
2021/11/1,146,,,,,,,,,,,,,
2021/11/1,275,,,,,,,,,,,,,
2021/11/1,0,,,,,,,,,,,,,
2021/11/1,414,,,,,,,,,,,,,
2021/11/1,99,,,,,,,,,,,,,
2021/11/1,671,,,,,,,,,,,,,
2021/11/1,325,,,,,,,,,,,,,
2022/4/21,124,,,,,,,,,,,,,
2022/4/21,26,,,,,,,,,,,,,
2022/2/3,75,,,,,,,,,,,,,
2022/2/3,25,,,,,,,,,,,,,
2022/7/21,0,,,,,,,,,,,,,
2022/7/21,395,,,,,,,,,,,,,
2022/7/21,292,,,,,,,,,,,,,
2022/2/10,195,,,,,,,,,,,,,
2022/2/10,279,,,,,,,,,,,,,
2022/2/10,145,,,,,,,,,,,,,
2022/2/10,249,,,,,,,,,,,,,
2022/2/10,100,,,,,,,,,,,,,
2022/2/8,0,,,,,,,,,,,,,
2022/2/8,0,,,,,,,,,,,,,
2022/2/8,172,,,,,,,,,,,,,
2022/2/8,361,,,,,,,,,,,,,
2022/2/8,0,,,,,,,,,,,,,
2022/2/8,0,,,,,,,,,,,,,
2021/11/1,75,,,,,,,,,,,,,
2021/11/1,200,,,,,,,,,,,,,
2021/11/1,145,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/3,138,,,,,,,,,,,,,
2022/2/3,73,,,,,,,,,,,,,
2022/2/3,75,,,,,,,,,,,,,
2022/2/3,125,,,,,,,,,,,,,
2022/2/26,171,,,,,,,,,,,,,
2022/2/26,1071,,,,,,,,,,,,,
2022/2/10,196,,,,,,,,,,,,,
2022/2/10,0,,,,,,,,,,,,,
2022/2/8,237,,,,,,,,,,,,,
2021/9/30,0,,,,,,,,,,,,,
2021/9/30,0,,,,,,,,,,,,,
2021/9/30,32,,,,,,,,,,,,,
2021/9/30,25,,,,,,,,,,,,,
2021/9/30,50,,,,,,,,,,,,,
2021/9/30,0,,,,,,,,,,,,,
2021/9/30,75,,,,,,,,,,,,,
2022/2/3,216,,,,,,,,,,,,,
2022/2/3,261,,,,,,,,,,,,,
2022/2/3,429,,,,,,,,,,,,,
2022/2/3,50,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/26,48,,,,,,,,,,,,,
2022/2/26,49,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,150,,,,,,,,,,,,,
2021/10/9,82,,,,,,,,,,,,,
2021/9/30,25,,,,,,,,,,,,,
2021/9/30,0,,,,,,,,,,,,,
2021/9/30,0,,,,,,,,,,,,,
2021/9/30,0,,,,,,,,,,,,,
2022/2/3,53,,,,,,,,,,,,,
2022/2/3,0,,,,,,,,,,,,,
2022/2/26,474,,,,,,,,,,,,,
2022/2/26,67,,,,,,,,,,,,,
2022/2/26,197,,,,,,,,,,,,,
2022/2/26,25,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/10/9,0,,,,,,,,,,,,,
2021/9/30,674,,,,,,,,,,,,,
2021/9/30,200,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,
2021/10/29,571,,,,,,,,,,,,,
2021/10/29,878,,,,,,,,,,,,,
2021/10/29,25,,,,,,,,,,,,,
2021/10/29,0,,,,,,,,,,,,,
2021/10/29,91,,,,,,,,,,,,,
2021/10/29,630,,,,,,,,,,,,,
2021/10/29,225,,,,,,,,,,,,,
2021/10/9,25,,,,,,,,,,,,,
2021/10/9,75,,,,,,,,,,,,,
2021/10/9,25,,,,,,,,,,,,,
2021/11/20,0,,,,,,,,,,,,,
2021/11/20,25,,,,,,,,,,,,,
2021/10/29,0,,,,,,,,,,,,,
2021/10/29,0,,,,,,,,,,,,,
2021/10/29,142,,,,,,,,,,,,,
2021/10/29,98,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/28,63,,,,,,,,,,,,,
2022/1/28,258,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/28,150,,,,,,,,,,,,,
2022/1/28,25,,,,,,,,,,,,,
2021/9/2,101,,,,,,,,,,,,,
2021/9/2,25,,,,,,,,,,,,,
2021/9/2,25,,,,,,,,,,,,,
2021/9/2,399,,,,,,,,,,,,,
2021/9/2,24,,,,,,,,,,,,,
2021/9/2,150,,,,,,,,,,,,,
2021/9/2,121,,,,,,,,,,,,,
2021/11/20,50,,,,,,,,,,,,,
2021/10/29,136,,,,,,,,,,,,,
2021/10/29,175,,,,,,,,,,,,,
2021/10/29,121,,,,,,,,,,,,,
2021/10/29,1667,,,,,,,,,,,,,
2022/1/28,46,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/28,625,,,,,,,,,,,,,
2021/9/2,150,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,148,,,,,,,,,,,,,
2021/9/2,418,,,,,,,,,,,,,
2021/9/2,325,,,,,,,,,,,,,
2021/9/2,267,,,,,,,,,,,,,
2022/3/25,195,,,,,,,,,,,,,
2022/3/25,283,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/6/21,25,,,,,,,,,,,,,
2022/6/21,3182,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2022/1/28,0,,,,,,,,,,,,,
2022/1/28,431,,,,,,,,,,,,,
2022/1/28,75,,,,,,,,,,,,,
2021/9/2,46,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,63,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,25,,,,,,,,,,,,,
2021/11/8,150,,,,,,,,,,,,,
2022/3/25,125,,,,,,,,,,,,,
2022/3/25,325,,,,,,,,,,,,,
2022/3/25,435,,,,,,,,,,,,,
2022/6/21,514,,,,,,,,,,,,,
2022/6/21,54,,,,,,,,,,,,,
2022/6/21,73,,,,,,,,,,,,,
2022/6/21,375,,,,,,,,,,,,,
2022/6/21,0,,,,,,,,,,,,,
2021/10/13,222,,,,,,,,,,,,,
2021/10/13,655,,,,,,,,,,,,,
2021/10/13,125,,,,,,,,,,,,,
2021/10/13,50,,,,,,,,,,,,,
2021/10/13,0,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,0,,,,,,,,,,,,,
2021/9/2,107,,,,,,,,,,,,,
2021/12/26,96,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2021/11/8,125,,,,,,,,,,,,,
2021/11/8,224,,,,,,,,,,,,,
2022/3/25,315,,,,,,,,,,,,,
2022/3/25,374,,,,,,,,,,,,,
2022/3/25,0,,,,,,,,,,,,,
2022/3/25,0,,,,,,,,,,,,,
2022/3/25,0,,,,,,,,,,,,,
2022/3/25,166,,,,,,,,,,,,,
2022/3/25,0,,,,,,,,,,,,,
2021/10/13,25,,,,,,,,,,,,,
2021/10/13,50,,,,,,,,,,,,,
2021/10/13,1450,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,
2021/12/26,69,,,,,,,,,,,,,
2021/12/26,96,,,,,,,,,,,,,
2021/12/26,199,,,,,,,,,,,,,
2021/11/8,0,,,,,,,,,,,,,
2022/5/13,225,,,,,,,,,,,,,
2022/5/13,100,,,,,,,,,,,,,
2022/5/13,25,,,,,,,,,,,,,
2022/3/25,0,,,,,,,,,,,,,
2022/2/12,324,,,,,,,,,,,,,
2022/2/12,8,,,,,,,,,,,,,
2021/10/13,45,,,,,,,,,,,,,
2021/10/13,0,,,,,,,,,,,,,
2021/10/13,50,,,,,,,,,,,,,
2021/10/13,101,,,,,,,,,,,,,
2021/12/26,50,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,
2021/12/26,50,,,,,,,,,,,,,
2021/12/26,400,,,,,,,,,,,,,
2021/12/26,0,,,,,,,,,,,,,
2021/12/26,47,,,,,,,,,,,,,
2021/12/26,26,,,,,,,,,,,,,
2022/5/13,47,,,,,,,,,,,,,
2022/5/13,68,,,,,,,,,,,,,
2022/5/13,972,,,,,,,,,,,,,
2022/5/13,25,,,,,,,,,,,,,
2022/5/13,100,,,,,,,,,,,,,
2022/5/13,25,,,,,,,,,,,,,
2022/5/13,1333,,,,,,,,,,,,,
2022/2/12,785,,,,,,,,,,,,,
2022/2/12,275,,,,,,,,,,,,,
2022/2/12,50,,,,,,,,,,,,,
2022/2/12,0,,,,,,,,,,,,,
2022/2/12,194,,,,,,,,,,,,,
2022/2/12,200,,,,,,,,,,,,,
2021/10/13,334,,,,,,,,,,,,,
2021/10/13,0,,,,,,,,,,,,,
2021/12/26,796,,,,,,,,,,,,,
2021/12/26,598,,,,,,,,,,,,,
2021/12/26,662,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2022/5/13,332,,,,,,,,,,,,,
2022/5/13,46,,,,,,,,,,,,,
2022/2/12,50,,,,,,,,,,,,,
2021/12/3,125,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2021/12/3,25,,,,,,,,,,,,,
2021/12/3,356,,,,,,,,,,,,,
2021/12/3,968,,,,,,,,,,,,,
2021/12/3,109,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2022/8/5,101,,,,,,,,,,,,,
2022/8/5,4,,,,,,,,,,,,,
2022/8/5,0,,,,,,,,,,,,,
2022/8/5,0,,,,,,,,,,,,,
2022/8/5,75,,,,,,,,,,,,,
2022/5/13,0,,,,,,,,,,,,,
2022/2/12,148,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2021/12/3,125,,,,,,,,,,,,,
2021/12/3,1326,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2022/8/5,51,,,,,,,,,,,,,
2022/8/5,1661,,,,,,,,,,,,,
2022/8/5,0,,,,,,,,,,,,,
2022/8/5,305,,,,,,,,,,,,,
2021/11/24,973,,,,,,,,,,,,,
2021/11/24,246,,,,,,,,,,,,,
2021/11/24,50,,,,,,,,,,,,,
2021/11/24,75,,,,,,,,,,,,,
2021/11/24,334,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,21,,,,,,,,,,,,,
2022/3/5,150,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,50,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2021/12/3,359,,,,,,,,,,,,,
2021/12/3,71,,,,,,,,,,,,,
2021/12/3,191,,,,,,,,,,,,,
2021/12/3,149,,,,,,,,,,,,,
2021/12/3,17,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2022/8/5,523,,,,,,,,,,,,,
2022/8/5,27,,,,,,,,,,,,,
2022/8/5,405,,,,,,,,,,,,,
2022/8/5,2232,,,,,,,,,,,,,
2022/8/5,0,,,,,,,,,,,,,
2022/8/5,0,,,,,,,,,,,,,
2021/11/24,142,,,,,,,,,,,,,
2021/11/24,50,,,,,,,,,,,,,
2021/11/24,100,,,,,,,,,,,,,
2021/11/24,71,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,0,,,,,,,,,,,,,
2022/3/5,6,,,,,,,,,,,,,
2022/3/5,407,,,,,,,,,,,,,
2022/3/5,725,,,,,,,,,,,,,
2022/3/5,879,,,,,,,,,,,,,
2022/3/5,770,,,,,,,,,,,,,
2022/3/5,566,,,,,,,,,,,,,
2021/12/3,2310,,,,,,,,,,,,,
2021/12/3,0,,,,,,,,,,,,,
2022/5/12,0,,,,,,,,,,,,,
2022/5/12,51,,,,,,,,,,,,,
2022/5/12,0,,,,,,,,,,,,,
2022/8/5,155,,,,,,,,,,,,,
2022/7/10,18,,,,,,,,,,,,,
2022/7/10,21,,,,,,,,,,,,,
2022/7/10,1097,,,,,,,,,,,,,
2022/7/10,271,,,,,,,,,,,,,
2021/11/24,50,,,,,,,,,,,,,
2021/11/24,401,,,,,,,,,,,,,
2022/3/5,566,,,,,,,,,,,,,
2022/3/5,189,,,,,,,,,,,,,
2022/3/5,1442,,,,,,,,,,,,,
2022/3/5,361,,,,,,,,,,,,,
2022/1/11,50,,,,,,,,,,,,,
2022/1/11,151,,,,,,,,,,,,,
2022/1/11,75,,,,,,,,,,,,,
2022/5/12,388,,,,,,,,,,,,,
2022/5/12,325,,,,,,,,,,,,,
2022/7/10,0,,,,,,,,,,,,,
2022/7/10,25,,,,,,,,,,,,,
2022/7/10,300,,,,,,,,,,,,,
2022/7/10,350,,,,,,,,,,,,,
2022/6/14,49,,,,,,,,,,,,,
2022/6/14,2166,,,,,,,,,,,,,
2022/6/14,21,,,,,,,,,,,,,
2022/6/14,25,,,,,,,,,,,,,
2021/12/8,278,,,,,,,,,,,,,
2021/12/8,387,,,,,,,,,,,,,
2021/12/8,192,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2021/12/8,0,,,,,,,,,,,,,
2021/12/8,133,,,,,,,,,,,,,
2021/12/8,99,,,,,,,,,,,,,
2021/11/22,306,,,,,,,,,,,,,
2021/11/22,50,,,,,,,,,,,,,
2021/11/22,112,,,,,,,,,,,,,
2021/11/22,27,,,,,,,,,,,,,
2021/11/22,265,,,,,,,,,,,,,
2021/11/22,0,,,,,,,,,,,,,
2021/11/22,689,,,,,,,,,,,,,
2021/11/22,0,,,,,,,,,,,,,
2021/11/22,0,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,25,,,,,,,,,,,,,
2022/1/11,63,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,1328,,,,,,,,,,,,,
2022/5/12,0,,,,,,,,,,,,,
2022/5/12,25,,,,,,,,,,,,,
2022/5/12,250,,,,,,,,,,,,,
2022/5/12,119,,,,,,,,,,,,,
2022/7/10,1364,,,,,,,,,,,,,
2022/7/10,0,,,,,,,,,,,,,
2022/7/10,100,,,,,,,,,,,,,
2022/7/10,75,,,,,,,,,,,,,
2022/7/10,0,,,,,,,,,,,,,
2022/7/10,148,,,,,,,,,,,,,
2022/6/14,0,,,,,,,,,,,,,
2022/6/14,25,,,,,,,,,,,,,
2021/12/8,186,,,,,,,,,,,,,
2021/12/8,25,,,,,,,,,,,,,
2021/12/8,367,,,,,,,,,,,,,
2021/11/22,75,,,,,,,,,,,,,
2021/11/22,325,,,,,,,,,,,,,
2021/11/22,71,,,,,,,,,,,,,
2021/11/29,148,,,,,,,,,,,,,
2021/11/29,75,,,,,,,,,,,,,
2022/1/11,724,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2022/1/11,275,,,,,,,,,,,,,
2022/5/12,363,,,,,,,,,,,,,
2022/5/12,0,,,,,,,,,,,,,
2022/5/12,24,,,,,,,,,,,,,
2022/5/12,0,,,,,,,,,,,,,
2022/1/27,175,,,,,,,,,,,,,
2022/6/14,172,,,,,,,,,,,,,
2022/6/14,205,,,,,,,,,,,,,
2022/6/14,0,,,,,,,,,,,,,
2022/4/15,0,,,,,,,,,,,,,
2022/4/15,0,,,,,,,,,,,,,
2021/11/29,124,,,,,,,,,,,,,
2021/11/29,0,,,,,,,,,,,,,
2021/11/29,74,,,,,,,,,,,,,
2021/11/29,139,,,,,,,,,,,,,
2022/1/11,189,,,,,,,,,,,,,
2022/1/11,0,,,,,,,,,,,,,
2021/12/23,50,,,,,,,,,,,,,
2021/12/23,261,,,,,,,,,,,,,
2021/12/23,50,,,,,,,,,,,,,
2022/1/27,0,,,,,,,,,,,,,
2022/1/27,0,,,,,,,,,,,,,
2022/1/27,165,,,,,,,,,,,,,
2022/1/27,419,,,,,,,,,,,,,
2022/1/27,215,,,,,,,,,,,,,
2022/1/27,262,,,,,,,,,,,,,
2022/4/15,822,,,,,,,,,,,,,
2022/4/15,0,,,,,,,,,,,,,
2022/4/15,76,,,,,,,,,,,,,
2022/4/15,219,,,,,,,,,,,,,
2022/4/15,192,,,,,,,,,,,,,
2021/12/15,0,,,,,,,,,,,,,
2021/12/15,25,,,,,,,,,,,,,
2021/12/15,0,,,,,,,,,,,,,
2021/12/15,300,,,,,,,,,,,,,
2021/12/15,150,,,,,,,,,,,,,
2021/12/15,0,,,,,,,,,,,,,
2021/12/15,0,,,,,,,,,,,,,
2021/12/15,0,,,,,,,,,,,,,
2021/12/15,2259,,,,,,,,,,,,,
2021/11/29,628,,,,,,,,,,,,,
2021/11/29,96,,,,,,,,,,,,,
2021/11/29,171,,,,,,,,,,,,,
2021/11/29,127,,,,,,,,,,,,,
2021/12/23,277,,,,,,,,,,,,,
2021/12/23,743,,,,,,,,,,,,,
2021/12/23,537,,,,,,,,,,,,,
2021/12/23,422,,,,,,,,,,,,,
2021/12/23,75,,,,,,,,,,,,,
2022/1/27,0,,,,,,,,,,,,,
2022/1/27,217,,,,,,,,,,,,,
2022/4/15,0,,,,,,,,,,,,,
2022/4/15,0,,,,,,,,,,,,,
2022/4/15,181,,,,,,,,,,,,,
2022/4/15,60,,,,,,,,,,,,,
2022/4/15,0,,,,,,,,,,,,,
2022/4/3,21,,,,,,,,,,,,,
2022/4/4,1166,,,,,,,,,,,,,
2022/4/4,0,,,,,,,,,,,,,
2022/4/4,211,,,,,,,,,,,,,
2022/4/3,146,,,,,,,,,,,,,
2022/4/4,0,,,,,,,,,,,,,
2022/4/3,125,,,,,,,,,,,,,
2022/4/3,399,,,,,,,,,,,,,
2021/12/15,21,,,,,,,,,,,,,
2021/12/15,319,,,,,,,,,,,,,
2021/12/15,124,,,,,,,,,,,,,
2021/11/29,0,,,,,,,,,,,,,
2021/11/29,25,,,,,,,,,,,,,
2021/11/29,223,,,,,,,,,,,,,
2021/11/29,283,,,,,,,,,,,,,
2021/11/29,722,,,,,,,,,,,,,
2021/11/29,25,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,
2021/12/23,129,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,
2021/12/23,800,,,,,,,,,,,,,
2022/1/27,424,,,,,,,,,,,,,
2022/1/27,1168,,,,,,,,,,,,,
2022/1/27,574,,,,,,,,,,,,,
2022/1/27,262,,,,,,,,,,,,,
2022/4/15,25,,,,,,,,,,,,,
2022/4/15,150,,,,,,,,,,,,,
2022/4/15,19,,,,,,,,,,,,,
2022/4/15,0,,,,,,,,,,,,,
2022/7/11,293,,,,,,,,,,,,,
2022/4/3,150,,,,,,,,,,,,,
2022/4/3,175,,,,,,,,,,,,,
2022/5/23,0,,,,,,,,,,,,,
2022/5/23,0,,,,,,,,,,,,,
2021/12/23,550,,,,,,,,,,,,,
2021/12/23,224,,,,,,,,,,,,,
2021/12/23,100,,,,,,,,,,,,,
2021/12/23,0,,,,,,,,,,,,,
2021/12/23,75,,,,,,,,,,,,,
2021/12/23,74,,,,,,,,,,,,,
2021/10/22,390,,,,,,,,,,,,,
2021/10/22,450,,,,,,,,,,,,,
2021/10/22,232,,,,,,,,,,,,,
2022/7/11,38,,,,,,,,,,,,,
2022/7/11,133,,,,,,,,,,,,,
2022/7/11,175,,,,,,,,,,,,,
2022/7/11,50,,,,,,,,,,,,,
2022/7/11,98,,,,,,,,,,,,,
2022/5/23,75,,,,,,,,,,,,,
2022/5/23,100,,,,,,,,,,,,,
2022/5/23,0,,,,,,,,,,,,,
2022/5/23,25,,,,,,,,,,,,,
2022/5/23,49,,,,,,,,,,,,,
2022/5/23,75,,,,,,,,,,,,,
2022/5/23,381,,,,,,,,,,,,,
2022/2/17,75,,,,,,,,,,,,,
2022/2/17,741,,,,,,,,,,,,,
2022/2/17,96,,,,,,,,,,,,,
2022/2/17,0,,,,,,,,,,,,,
2022/2/17,50,,,,,,,,,,,,,
2022/2/17,0,,,,,,,,,,,,,
2021/10/22,121,,,,,,,,,,,,,
2021/10/22,100,,,,,,,,,,,,,
2021/10/22,50,,,,,,,,,,,,,
2021/10/22,21,,,,,,,,,,,,,
2021/10/22,46,,,,,,,,,,,,,
2022/7/11,270,,,,,,,,,,,,,
2022/7/11,117,,,,,,,,,,,,,
2022/7/11,100,,,,,,,,,,,,,
2022/5/23,74,,,,,,,,,,,,,
2022/5/23,0,,,,,,,,,,,,,
2022/5/23,75,,,,,,,,,,,,,
2022/5/23,150,,,,,,,,,,,,,
2022/5/23,75,,,,,,,,,,,,,
2022/5/23,25,,,,,,,,,,,,,
2022/5/12,1432,,,,,,,,,,,,,
2022/1/5,142,,,,,,,,,,,,,
2022/1/5,0,,,,,,,,,,,,,
2022/1/5,100,,,,,,,,,,,,,
2022/1/5,274,,,,,,,,,,,,,
2022/2/17,664,,,,,,,,,,,,,
2022/2/17,321,,,,,,,,,,,,,
2022/2/17,25,,,,,,,,,,,,,
2021/10/22,157,,,,,,,,,,,,,
2021/10/22,121,,,,,,,,,,,,,
2021/10/22,20,,,,,,,,,,,,,
2021/10/22,25,,,,,,,,,,,,,
2022/7/11,21,,,,,,,,,,,,,
